CNPJ,Nome,Gestor,Segmento,MesBase,PL_Carteira,Disponibilidades,TitulosPublicos,Compromissadas,ParcelaAberta,ParcelaConfid,CotasNaoIdentificadas,CaixaDireto,CaixaIndiretoConfirmado,CaixaIndiretoCandidato,CaixaPotencialTotal,PctPL,ClasseFundoCaixa,PLDiario,DataPLDiario,CaixaEstimadoAtual,FluxoLiquidoPosterior,Cobertura,NivelConfianca,Feeder,CompradorDireto,NoConsolidado,CaixaConsolidado,Justificativa
"32999416000151","SAFRA INFRA PREMIUM PROFISSIONAL II FIF INV EM INFRAESTRUTURA CI EM INFRA RENDA FIXA RESP LIMITADA","Safra Asset","12431",202605,88303674.96,10000.01,462847.81,9308650.99,9781498.81,0,0,9781498.81,0,0,9781498.81,0.1108,"nao classificado",89538495.3,2026-06-15,9918281.27,974850.85,1,alto,nao,sim,sim,9781498.81,""
"61651255000109","ITAÚ DEBÊNTURES INCENTIVADAS CDI FEEDER I FIF INCENTIVADO EM INFRA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,53018193.37,56368.08,9686664.86,0,9743032.94,0,96052,9743032.94,0,0,9743032.94,0.1838,"nao classificado",54356004.19,2026-07-09,9988879.39,131.9,1,alto,nao,sim,sim,9743032.94,"cotas confidenciais nao identificadas: R$ 96.052 (nao viram caixa)"
"58529615000190","LAKESIDE FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE  DE INVEST RENDA FIXA EM INFRA RESP LIMITADA","Safra Asset","12431",202605,41888313.18,9992.2,8519978,1195003,9992.2,9714981,0,9724973.2,0,0,9724973.2,0.2322,"nao classificado",34197595.79,2026-07-09,7939462.76,-8000080.36,1,alto,nao,sim,sim,9724973.2,""
"57138450000162","SOVIZZO FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA","IAM","12431",202605,48441494.17,50000.12,7743787.62,0,7793787.74,0,88664,7793787.74,1922144.63,0,9715932.37,0.2006,"nao classificado",48691869.14,2026-07-09,9766150.19,37.46,1,alto,nao,sim,sim,9715932.37,"cotas confidenciais nao identificadas: R$ 88.664 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"26171796000139","RB CAPITAL MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA RESP LTDA","RB Asset","12431",202605,278085127.76,1009.68,7720035.59,0,7721045.27,0,0,7721045.27,1900680.31,0,9621725.58,0.0346,"nao classificado",195049298.37,2026-07-09,6748691.81,-87483071.96,1,alto,nao,sim,sim,9621725.58,"caixa indireto via fundo-caixa externo somado ao consolidado"
"61541353000193","ITANHANDU FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,47027431.97,50000.01,6466732.44,0,6516732.45,0,86552,6516732.45,3092240.17,0,9608972.62,0.2043,"nao classificado",47390000.92,2026-07-09,9683055.24,91.04,1,alto,nao,sim,sim,9608972.62,"cotas confidenciais nao identificadas: R$ 86.552 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"60500481000126","SANTANDER PB INVESTIMENTO EM INFRA CDI RF - FIF RESP LIMITADA","San WM","12431",202605,450555549.59,9639.59,0,9588983.43,9598623.02,0,0,9598623.02,0,0,9598623.02,0.0213,"nao classificado",464397533,2026-07-09,9893512.25,815758.47,1,alto,nao,sim,sim,9598623.02,""
"54384687000135","CS EVOLUTION LOYDE INFRA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RF CRED PRIV RESP LIMITADA","UBS","12431",202605,57488730.5,499.8,9576383.68,0,9576883.48,0,3252075,9576883.48,0,0,9576883.48,0.1666,"nao classificado",57846010.3,2026-07-09,9636401.7,-134.23,1,alto,nao,sim,sim,9576883.48,"cotas confidenciais nao identificadas: R$ 3.252.075 (nao viram caixa)"
"54151845000107","ROKA STAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - CRÉDITO PRIVADO","BTG WM","12431",202605,147315087.62,0,7954533,1537079,0,9491612,4149950,9491612,0,0,9491612,0.0644,"nao classificado",147963530.11,2026-07-09,9533391.59,60.46,1,alto,nao,sim,sim,9491612,"cotas confidenciais nao identificadas: R$ 4.149.950 (nao viram caixa)"
"32811397000198","BB TOP RENDA FIXA INCENTIVADO FIF INVESTIMENTO EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA","BB Asset","12431",202605,321089379.65,199635.84,5647621.21,3639940.27,9487197.32,0,0,9487197.32,0,0,9487197.32,0.0295,"nao classificado",304224066.81,2026-07-09,8988879.53,-16366630.21,1,alto,nao,sim,sim,9487197.32,""
"56060474000183","AURORA 18 CLASSE DE INVESTIMENTO EM  INFRAESTRUTURA RENDA FIXA - RESP LIMITADA","Turim","12431",202605,39322599.16,2000,6644485.96,0,6646485.96,0,0,6646485.96,2828504.8,0,9474990.76,0.241,"nao classificado",39526138.91,2026-07-09,9524034.75,18.91,1,alto,nao,sim,sim,9474990.76,"caixa indireto via fundo-caixa externo somado ao consolidado"
"59714471000104","CAPITÂNIA INFRA YIELD MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA","Capitânia","12431",202605,187964486.72,0,7535229.41,1937675.7,9472905.11,0,0,9472905.11,0,0,9472905.11,0.0504,"nao classificado",188396614.19,2026-07-09,9494683.17,-2950339.52,1,alto,nao,sim,sim,9472905.11,""
"52963364000170","UBS EVOLUTION GM2 FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA","UBS","12431",202605,220274906.65,500.19,9456513.57,0,9457013.76,0,17083450,9457013.76,0,0,9457013.76,0.0429,"nao classificado",225435978.15,2026-07-09,9678592.9,-95.93,1,alto,nao,sim,sim,9457013.76,"cotas confidenciais nao identificadas: R$ 17.083.450 (nao viram caixa)"
"61834984000109","BB VORTEX INFRA RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA","BB Asset","12431",202605,33045750.37,10800.06,3606256.66,5822858.1,9439914.82,0,0,9439914.82,0,0,9439914.82,0.2857,"nao classificado",33385245.98,2026-07-09,9536895.81,-72.26,1,alto,nao,sim,sim,9439914.82,""
"42619279000136","BB BRASÍLIA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA","BB Asset","12431",202605,121412717.7,11330.45,2567102.67,6861172.29,9439605.41,0,0,9439605.41,0,0,9439605.41,0.0777,"nao classificado",122400227.32,2026-07-09,9516382.38,-134.8,1,alto,nao,sim,sim,9439605.41,""
"56175172000150","MNG FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,51508852.75,50000.11,6573081.24,0,6623081.35,0,318276,6623081.35,2813789.86,0,9436871.21,0.1832,"nao classificado",52437179.55,2026-07-09,9606948.78,43,1,alto,nao,sim,sim,9436871.21,"cotas confidenciais nao identificadas: R$ 318.276 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"62727978000107","BB PE INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA","BB Asset","12431",202605,62309179.65,10977.4,9343726.77,45444.76,9400148.93,0,0,9400148.93,0,0,9400148.93,0.1509,"nao classificado",62669348.16,2026-07-09,9454485.03,117.39,1,alto,nao,sim,sim,9400148.93,""
"42420740000127","M&M 2 FIF INVESTIMENTO EM INFRA CI EM RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA","Safra Asset","12431",202605,83224616.21,10000,4107257.21,5273127.1,9390384.31,0,0,9390384.31,0,0,9390384.31,0.1128,"nao classificado",85166643.9,2026-07-09,9609506.81,153.61,1,alto,nao,sim,sim,9390384.31,""
"60532515000164","ARGENT FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA","BRAM","12431",202605,56401387.23,10000,9368470.6,0,9378470.6,0,0,9378470.6,0,0,9378470.6,0.1663,"nao classificado",56679823.03,2026-07-09,9424769.14,-97.63,1,alto,nao,sim,sim,9378470.6,""
"50190791000138","W3 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA","Franklin Templeton","12431",202605,256221596,10000,0,9326655.44,9336655.44,0,0,9336655.44,0,0,9336655.44,0.0364,"nao classificado",259372756.13,2026-07-09,9451482.98,-317.72,1,alto,nao,sim,sim,9336655.44,""
"65861280000178","SALB FUNDO DE INV FINANCEIRO INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA","Safra Asset","12431",202605,30311184.9,235.01,9321371.41,0,9321606.42,0,0,9321606.42,0,0,9321606.42,0.3075,"nao classificado",31340550.98,2026-07-09,9638167.63,700154.32,1,medio,nao,sim,sim,9321606.42,""
"51063538000186","PAV FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA","Safra Asset","12431",202605,39097989.42,10000.01,974535,8336385,10000.01,9310920,0,9320920.01,0,0,9320920.01,0.2384,"nao classificado",40041533.2,2026-07-09,9545859.87,-10593.06,1,alto,nao,sim,sim,9320920.01,""
"51096061000135","TTME 3 FIF INVEST EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA","Safra Asset","12431",202605,117233389.63,10000.01,2866107,6427263,10000.01,9293370,0,9303370.01,0,0,9303370.01,0.0794,"nao classificado",119413244.24,2026-07-09,9476358.22,-99.36,1,alto,nao,sim,sim,9303370.01,""
"60852475000138","SAFRA INFRA INOVAÇÃO PRÉ III RF FIF INVESTIMENTO EM INFRA CI EM INFRA EM RENDA FIXA RESP LIMITADA","Safra Asset","12431",202605,42734270.21,10000.01,1586014.22,7695111.43,9291125.66,0,0,9291125.66,0,0,9291125.66,0.2174,"nao classificado",4426672.94,2026-06-24,962430.72,3.29,1.0003,alto,nao,sim,sim,9291125.66,""
"52963512000157","CS EVOLUTION RALIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDITO PRIVADO RESP LIMITADA","UBS","12431",202605,56100752.12,499.82,9283618.74,0,9284118.56,0,2862027,9284118.56,0,0,9284118.56,0.1655,"nao classificado",51248945.18,2026-07-09,8481192.59,-4999798.64,1,alto,nao,sim,sim,9284118.56,"cotas confidenciais nao identificadas: R$ 2.862.027 (nao viram caixa)"
"42447197000151","GAL CAFÉ 2 FIF INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA","Safra Asset","12431",202605,89963018.09,10000,3687021.75,5558606.13,9255627.88,0,0,9255627.88,0,0,9255627.88,0.1029,"nao classificado",90521339.03,2026-07-08,9313069.38,6.99,1,alto,nao,sim,sim,9255627.88,""
"62407174000120","PGA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,74660653.28,50465.82,4107798.19,5074963.49,9233227.5,0,0,9233227.5,0,0,9233227.5,0.1237,"nao classificado",50724532.41,2026-07-09,6273065.22,-25526057.18,1,alto,nao,sim,sim,9233227.5,""
"32045085000110","LESCHER KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CP RESP LIMITADA","Kinea","12431",202605,113370391.04,2259.83,4900667.61,4329980.8,9232908.24,0,0,9232908.24,0,0,9232908.24,0.0814,"nao classificado",83243031.68,2026-07-09,6779329.82,-31.66,1,alto,nao,sim,sim,9232908.24,""
"60865092000102","XPA SHELF 1 FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO","XPG","12431",202605,174609846.11,4000,9137859,0,0,9141859,5153947,9141859,0,0,9141859,0.0524,"nao classificado",178957320.73,2026-07-09,9369475.03,-34.87,1,alto,nao,sim,sim,9141859,"cotas confidenciais nao identificadas: R$ 5.153.947 (nao viram caixa)"
"28454176000132","ZETA FIF INVEST EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA","Safra Asset","12431",202605,214892518.08,10000.01,5962120.24,3137289.2,9109409.45,0,0,9109409.45,0,0,9109409.45,0.0424,"nao classificado",217335887.96,2026-07-09,9212985.21,-87.47,1,alto,nao,sim,sim,9109409.45,""
"50861003000198","ABSOLUTE HIKER FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV LP RESP LIMITADA","Absolute","12431",202605,210540990.36,2280,305732,8781514,0,9089526,1707668,9089526,0,0,9089526,0.0432,"nao classificado",189993213.97,2026-07-09,8202432.48,-24827677.92,1,alto,nao,sim,sim,9089526,"cotas confidenciais nao identificadas: R$ 1.707.668 (nao viram caixa)"
"42154270000105","CONDE KINEA FUNDO DE INV FINANCEIRO FUNDO INCENTIVADO EM INV EM DEB INFRA RF CP RESP LIMITADA","Kinea","12431",202605,109936683.21,2054.79,4657925.92,4422881.3,9082862.01,0,0,9082862.01,0,0,9082862.01,0.0826,"nao classificado",110148389.97,2026-07-09,9100353.02,17.04,1,alto,nao,sim,sim,9082862.01,""
"35650677000150","OROBÓ KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CP RESP LIMITADA","Kinea","12431",202605,111319480.95,2008.34,4526884.96,4552409.11,9081302.41,0,0,9081302.41,0,0,9081302.41,0.0816,"nao classificado",111481124.49,2026-07-09,9094489.09,-147.64,1,alto,nao,sim,sim,9081302.41,""
"31247680000176","DERI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,76568589.01,50000.02,6070521.77,0,6120521.79,0,51227,6120521.79,2911230.45,0,9031752.24,0.118,"nao classificado",76802134.39,2026-07-09,9059300.41,76.56,1,alto,nao,sim,sim,9031752.24,"cotas confidenciais nao identificadas: R$ 51.227 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"57966847000142","TULITA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF  CRÉD PRIV RESP LIMITADA","IAM","12431",202605,56231998.32,50000.12,3305093.88,0,3355094,0,385513,3355094,5644572.47,0,8999666.47,0.16,"nao classificado",57577349.5,2026-07-09,9214983.59,39.37,1,alto,nao,sim,sim,8999666.47,"cotas confidenciais nao identificadas: R$ 385.513 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"60691906000121","GUINESS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA","BTG WM","12431",202605,151819254.41,0,0,8986307,0,8986307,0,8986307,0,0,8986307,0.0592,"nao classificado",201625779.14,2026-07-09,11934396.32,48754117.54,1,alto,nao,sim,sim,8986307,""
"60456656000145","BRP ASPEN FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA","BR Partners","12431",202605,29969162.77,1000,7895270.73,0,7896270.73,0,0,7896270.73,1085256.17,0,8981526.9,0.2997,"nao classificado",30242731.78,2026-07-09,9063513.42,-1.97,1,alto,nao,sim,sim,8981526.9,"caixa indireto via fundo-caixa externo somado ao consolidado"
"63025606000100","INFRA ARMAMAR FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,30423285.21,50859.62,5726342.5,3199986.6,8977188.72,0,0,8977188.72,0,0,8977188.72,0.2951,"nao classificado",30622017.3,2026-07-09,9035829.84,54.83,1,alto,nao,sim,sim,8977188.72,""
"63079026000197","MS2 PRIVATE FUND FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA","BTG WM","12431",202605,36645310.61,0,1699177,7262667,0,8961844,0,8961844,0,0,8961844,0.2446,"nao classificado",37270939.01,2026-07-09,9114845.41,-99982.7,1,alto,nao,sim,sim,8961844,""
"28259415000101","IRIDIUM PIONEER DEB INCENTIVADAS FUNDO INCENT DE INVEST FINANCEIRO EM INFRA RENDA FIXA - RESP LTDA","Iridium","12431",202605,102756075.8,1000,5546180,0,0,5547180,0,5547180,3402603.31,0,8949783.31,0.0871,"nao classificado",100040334,2026-07-09,8713249.36,-3630075.02,1,alto,nao,sim,sim,8949783.31,"caixa indireto via fundo-caixa externo somado ao consolidado"
"57249756000196","ATEM8 FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉDITO PRIVADO RESP LIMITADA","IAM","12431",202605,50156152.15,50000.11,4127167.4,0,4177167.51,0,305049,4177167.51,4719915.06,0,8897082.57,0.1774,"nao classificado",51066110.3,2026-07-09,9058497.92,-157.87,1,alto,nao,sim,sim,8897082.57,"cotas confidenciais nao identificadas: R$ 305.049 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"37893354000112","FAPES KINEA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA","Kinea","12431",202605,58440127.33,2003.36,8611217.85,242081.23,8855302.44,0,0,8855302.44,0,0,8855302.44,0.1515,"nao classificado",58413827.67,2026-07-09,8851317.31,-96.46,1,alto,nao,sim,sim,8855302.44,""
"52111528000131","UBS EVOLUTION PL FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA","UBS","12431",202605,73129225.72,0,3458431.26,5392046.44,8850477.7,0,0,8850477.7,0,0,8850477.7,0.121,"nao classificado",74869592.78,2026-07-09,9061105.94,23.55,1,alto,nao,sim,sim,8850477.7,""
"60742779000142","SANTANDER PB CALAMECCA INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA","San WM","12431",202605,34294493.09,5450,7851845.07,0,7857295.07,0,0,7857295.07,986269.7,0,8843564.77,0.2579,"nao classificado",35518863.45,2026-07-09,9159294.72,1199984.92,1,alto,nao,sim,sim,8843564.77,"caixa indireto via fundo-caixa externo somado ao consolidado"
"62625430000156","TREVISO HARBOR FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA","IAM","12431",202605,43149024.69,51183.45,5885557.8,2902797.07,8839538.32,0,0,8839538.32,0,0,8839538.32,0.2049,"nao classificado",43345517.31,2026-07-09,8879791.93,145,1,alto,nao,sim,sim,8839538.32,""
"44212650000176","G&J FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA","BTG WM","12431",202605,78942608.44,494.83,7171285.11,0,7171779.94,0,0,7171779.94,1657158.02,0,8828937.96,0.1118,"nao classificado",79347887.69,2026-07-09,8874264.37,-60.35,1,alto,nao,sim,sim,8828937.96,"caixa indireto via fundo-caixa externo somado ao consolidado"
"57746542000125","TUTOAIA FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA","BTG WM","12431",202605,40928066.36,10000,3952856.88,4849143.97,8812000.85,0,0,8812000.85,0,0,8812000.85,0.2153,"nao classificado",41213356.87,2026-07-09,8873425.21,85.45,1,alto,nao,sim,sim,8812000.85,""
"63005076000120","SANTANDER PB HP INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA","San WM","12431",202605,34448399.47,5000,1930652.09,0,1935652.09,0,0,1935652.09,6870131.45,0,8805783.54,0.2556,"nao classificado",37276674.41,2026-07-09,9528754.05,1984925.64,1,alto,nao,sim,sim,8805783.54,"caixa indireto via fundo-caixa externo somado ao consolidado"
"55068953000183","CS EVOLUTION BOURGOGNE FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA","UBS","12431",202605,53768144.64,499.89,8795208.4,0,8795708.29,0,849205,8795708.29,0,0,8795708.29,0.1636,"nao classificado",54939830.54,2026-07-09,8987379.54,399910.3,1,alto,nao,sim,sim,8795708.29,"cotas confidenciais nao identificadas: R$ 849.205 (nao viram caixa)"
"62253446000185","VINLAND INFRAESTRUTURA MASTER I FIF F INC EM INVEST EM DEB DE INFRAESTR RF RESP LIMITADA","Vinland","12431",202605,192406330.39,49520,7755812,969869,0,8775201,18390891,8775201,0,0,8775201,0.0456,"nao classificado",194808802.4,2026-07-09,8884772.11,-1996495.05,1,alto,nao,sim,sim,8775201,"cotas confidenciais nao identificadas: R$ 18.390.891 (nao viram caixa)"
"54760280000165","CPMM FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV - RESP LIMITADA","IAM","12431",202605,110617634.4,50000.06,5177531.21,0,5227531.27,0,617027,5227531.27,3539258.62,0,8766789.89,0.0793,"nao classificado",113014222.87,2026-07-09,8956726.94,-81.13,1,alto,nao,sim,sim,8766789.89,"cotas confidenciais nao identificadas: R$ 617.027 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"60675392000110","FORTE FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA","BRAM","12431",202605,95077338.91,10000,8739504.4,0,8749504.4,0,0,8749504.4,0,0,8749504.4,0.092,"nao classificado",94114649.95,2026-07-09,8660912.82,-1100116.66,1,alto,nao,sim,sim,8749504.4,""
"62091844000142","LISINI FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,31410013.01,37617.08,8704267.85,0,8741884.93,0,0,8741884.93,0,0,8741884.93,0.2783,"nao classificado",31615577.99,2026-07-09,8799096.79,-106.01,1,alto,nao,sim,sim,8741884.93,""
"53969799000195","JACARAÍPE CDI FIF -  FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRED PRIV - RESP LIMITADA","IAM","12431",202605,77588590.53,49999.98,5541183.17,0,5591183.15,0,161495,5591183.15,3072592.65,0,8663775.8,0.1117,"nao classificado",79646856.31,2026-07-09,8893607.96,5.53,1,alto,nao,sim,sim,8663775.8,"cotas confidenciais nao identificadas: R$ 161.495 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"62474207000155","GOMIN FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA","IAM","12431",202605,16308666.79,50396.51,324846.06,8246768.18,8622010.75,0,0,8622010.75,0,0,8622010.75,0.5287,"nao classificado",20499717.02,2026-07-09,10837721,3845017.6,1,medio,nao,sim,sim,8622010.75,""
"55575472000164","FUNDO DE INVESTIMENTO FINANCEIRO CI RENDA FIXA INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA G5 TANGER","G5","12431",202605,84427914.09,3000,3611304.79,0,3614304.79,0,0,3614304.79,5002451.75,0,8616756.54,0.1021,"nao classificado",86465494.23,2026-07-09,8824713.02,237.95,1,alto,nao,sim,sim,8616756.54,"caixa indireto via fundo-caixa externo somado ao consolidado"
"66148609000110","SANTANDER PB CASARA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA","San WM","12431",202605,12007028.74,5000,1012754.64,0,1017754.64,0,0,1017754.64,7593452.67,0,8611207.31,0.7172,"nao classificado",12314189.34,2026-07-09,8831496.92,104450.62,1,medio,nao,sim,sim,8611207.31,"caixa indireto via fundo-caixa externo somado ao consolidado"
"62662727000191","AQUASTAR FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA","BTG WM","12431",202605,29458566.67,0,8563976,32226,0,8596202,0,8596202,0,0,8596202,0.2918,"nao classificado",29406783.95,2026-07-09,8581091.46,-11.03,1,alto,nao,sim,sim,8596202,""
"35700232000137","MG2 INF FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA","Kinea","12431",202605,158135970,2069.26,5083864.33,3509251.55,8595185.14,0,0,8595185.14,0,0,8595185.14,0.0544,"nao classificado",158297837.03,2026-07-09,8603983.12,-113.13,1,alto,nao,sim,sim,8595185.14,""
"41687175000104","EMB VII FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA","Capitânia","12431",202605,59652920,1000,667637.78,7906204.13,8574841.91,0,0,8574841.91,0,0,8574841.91,0.1437,"nao classificado",47804813.25,2026-07-09,6871729.27,-11999854.57,1,alto,nao,sim,sim,8574841.91,""
"59064446000122","SANTO INÁCIO DE ANTIOQUIA IMAB FIF FUNDO INCENTIVADO EM INVEST DEB INFRA RF CRÉD PRIV RESP LIMITADA","IAM","12431",202605,42118123.4,50000.1,1260901.12,0,1310901.22,0,263567,1310901.22,7262998.53,0,8573899.75,0.2036,"nao classificado",42235583.57,2026-07-09,8597810.87,-81.88,1,alto,nao,sim,sim,8573899.75,"cotas confidenciais nao identificadas: R$ 263.567 (nao viram caixa) | caixa indireto via fundo-caixa externo somado ao consolidado"
"30998213000115","PANAMÁ KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA","Kinea","12431",202605,111500155.14,2291.54,4596768.99,3969167.93,8568228.46,0,0,8568228.46,0,0,8568228.46,0.0768,"nao classificado",111637479.19,2026-07-09,8578781.13,-60.67,1,alto,nao,sim,sim,8568228.46,""
"62991350000114","IJB INVESTIMENTOS FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA","BRAM","12431",202605,20687648.6,10000,8533156.8,0,8543156.8,0,0,8543156.8,0,0,8543156.8,0.413,"nao classificado",20796091.01,2026-07-09,8587939.1,21.28,1,alto,nao,sim,sim,8543156.8,""
"54976144000107","FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRAESTRUTURA G5 SB","G5","12431",202605,95469144.26,3000,5371986.15,0,5374986.15,0,0,5374986.15,3157956.07,0,8532942.22,0.0894,"nao classificado",96515228.96,2026-07-09,8626440.28,25.28,1,alto,nao,sim,sim,8532942.22,"caixa indireto via fundo-caixa externo somado ao consolidado"
"64582548000170","ITAÚ DEBÊNTURES INCENTIVADAS PÓS FIXADO II DISTRIBUIDORES FIIF EM INFRA RF CRED PRIV RESP LIMITADA","IAM","12431",202605,17309601.63,50973.17,477707.41,7963740.23,8492420.81,0,0,8492420.81,0,0,8492420.81,0.4906,"nao classificado",17666798.95,2026-07-09,8667668.63,28.72,1,alto,nao,sim,sim,8492420.81,""
"58289474000185","SULAMÉRICA INFRA CDI FIF EM DEBÊNTURES INCENTIVADAS RENDA FIXA RESPONSABILIDADE LIMITADA","Sulamérica","12431",202605,99377969.07,1054.96,5765068.97,2696173.19,8462297.12,0,0,8462297.12,0,0,8462297.12,0.0852,"nao classificado",100841007.82,2026-07-10,8586878.74,-1264318.67,1,alto,nao,sim,sim,8462297.12,""
"53635550000143","MAKTOUB FIF - CLASSE DE INVESTIMENTO RF CDI INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA","BRAM","12431",202605,132904509.26,10000,8441779.49,0,8451779.49,0,0,8451779.49,0,0,8451779.49,0.0636,"nao classificado",136851305.75,2026-07-09,8702767.62,-276.58,1,alto,nao,sim,sim,8451779.49,""
