DataBook,Grupo,EmissorRaw,MatchVia,Instrumento,Regime,Rating,Coordenador,Serie,Prazo,IndexadorFinal,SpreadFinalPct,IpcaEquivFinalPct,TaxaFinalRaw,NtnbFinal,IndexadorTeto,SpreadTetoPct,NtnbTeto,TaxaTetoRaw,CompressaoBps,DemandaMM,EmissaoMM,OverX,BidsAloc,AlocCortePct,Amort
20/05/2026,EDP,,grupo,DEB,CVM160,AAA,BBI(Líder),unica,5y (4/5),CDI,0.65,,"CDI + 0,65%",,,,,,,,,,,,
21/05/2026,,Sec,,DEB,CVM160,AA,BTG (Líder),unica,6y Mensal (4m Car.),CDI,4.3,,"CDI + 4,30% <Mensagem editada>",,CDI,4.9,,"CDI + 4,90%",60,,,,,,
27/05/2026,Copa Energia,,grupo,DEB,CVM160,,Safra (Líder),unica,5y (2/3/4/5),CDI,0.83,,"CDI + 0,83%",,,,,,,,,,,,
02/06/2026,EcoRodovias,,alias,DEB,12.431,AAA,"BBI (Líder), XP, IBBA e Santander",unica,4y Full Bullet,NTN-B,0.45,8.15,"B30 + 0,45% ou IPCA + 8,15% (pendente fixing)",B30,NTN-B,0.45,B30,"B30 + 0,45% ou IPCA + 8,15%",0,,,,13/13,,
02/06/2026,EcoRodovias,,alias,DEB,12.431,AAA,"BBI (Líder), XP, IBBA e Santander",unica,4y Full Bullet,NTN-B,0.45,8.6431,"IPCA + 8,6431% (B30 + 0,45%)",B30,NTN-B,0.45,B30,"B30 + 0,45% ou IPCA + 8,15%",0,,,,13/13,,
12/06/2026,Cemig,,grupo,DEB,CVM160,AAA,BBI (Líder) e CEF,unica,5y (4/5),CDI,0.7,,"CDI + 0,70%",,CDI,0.7,,"CDI + 0,70%",0,,,,,,
23/06/2026,Motiva,,alias~,DEB,CVM160,AAA,UBS BB (Líder) e BBI,unica,2y Bullet,CDI,0.4,,"CDI + 0,40%",,,,,,,,,,,,
25/06/2026,Ambiental,,grupo,DEB,CVM160,AA,XP (Líder) e BTG,1a,2y Bullet,CDI,1.65,,"CDI + 1,65%",,CDI,1.5,,"CDI + 1,50% Des(1,65%)",-15,150,150,,6/6,,
25/06/2026,Ambiental,,grupo,DEB,CVM160,AA,XP (Líder) e BTG,2a,5y (3/4/5),CDI,1.9,,"CDI + 1,90%",,CDI,1.7,,"CDI + 1,70% Des(1,90%)",-20,150,150,,5/5,,
26/06/2026,Serra do Facão,,alias~,DEB,CVM160,AAA,IBBA (Líder) e Safra,unica,7y Anual (2y Car.),CDI,0.85,,"CDI + 0,85%",,,,,,,,,,,,
01/07/2026,Eletrobras,,alias,DEB,12.431,AAA,BTG (Líder) e XP,unica,10y (8/9/10),NTN-B,-0.2,8.0036,"IPCA + 8,0036% (B35 - 0,20%)",B35,NTN-B,0,B35,"B35 + 0,00% ou IPCA + 7,66%",20,1964,1000,,31/22,,
06/07/2026,Vale,,grupo,DEB,12.431,AA,XP (Líder) e BBI,1a,7y (6/7),NTN-B,1,9.4122,"IPCA + 9,4122% (B32 + 1,00%)",B32,IPCA,9.3,,"NTN-B 2032 + 1,00% ou IPCA + 9,30%",,0,200,,,,
06/07/2026,Vale,,grupo,DEB,12.431,AA,XP (Líder) e BBI,2a,10y (8/9/10),,,,,,IPCA,9.27,,"NTN-B 2035 + 1,20% ou IPCA + 9,27% <Mensagem editada>",,0,,,,,
08/07/2026,ISA Energia,,alias~,DEB,CVM160,AAA,"IBBA (Líder), UBS BB e BBI",unica,4y Bullet,CDI,0.49,,"CDI + 0,49%",,CDI,0.42,,"CDI + 0,42% Des(0,49%)",-7,,,,,,
14/07/2026,Localiza,,grupo,DEB,CVM160,AAA,"BTG (Líder), IBBA, UBS BB e BBI",unica,7y (6/7),CDI,1.25,,"CDI + 1,25% <Mensagem editada>",,,,,,,,,,,,
14/07/2026,Localiza,,grupo,DEB,CVM160,AAA,"BTG (Líder), IBBA, UBS BB e BBI",unica,7y (6/7),CDI,1.25,,"CDI + 1,25%",,,,,,,,,,,,
15/07/2026,Energisa,,grupo,DEB,12.431,AAA,BTG (Líder),unica,10y (8/9/10),NTN-B,0.2,7.79,"NTN-B 2035 - 0,10% ou IPCA + 7,79% Des(B35 + 0,20%) (pendente fixing)",B35,,,,,,,,,,,
