Ativo,Data,Taxa Minima,Taxa Media,Taxa Maxima,PU Medio,Faixa de Volume
"VBRR11","2026-07-22","10,43","10,93","12,33","1172,851619","Até 1MM"
"VERO12","2026-07-22","15,38","15,40","15,93","1083,997877","Até 1MM"
"VERO13","2026-07-22","11,26","14,20","19,10","979,513764","Até 1MM"
"VERO15","2026-07-22","15,84","16,50","16,76","954,892969","Até 1MM"
"VERO23","2026-07-22","16,17","17,03","24,29","938,739551","Até 1MM"
"VERO34","2026-07-22","15,76","16,05","16,36","996,493233","Até 1MM"
"VIALA5","2026-07-22","7,98","8,04","8,07","1004,133981","Até 1MM"
"VIXL15","2026-07-22","0,96","0,98","1,00","520,362708","Até 1MM"
"VLIM13","2026-07-22","7,45","8,01","8,75","1207,293544","Entre 1MM e 5MM"
"VLIM14","2026-07-22","8,00","8,04","8,13","1121,037667","Entre 1MM e 5MM"
"VLIM15","2026-07-22","7,79","8,00","8,05","1052,471796","Entre 1MM e 5MM"
"VLIM17","2026-07-22","7,57","7,77","7,97","1021,221441","Até 1MM"
"VLIM19","2026-07-22","7,76","7,83","7,91","950,439346","Superior a 5MM"
"VRDN12","2026-07-22","9,40","9,56","9,64","1130,221120","Até 1MM"
"AEAB11","2026-07-21","7,83","8,67","9,10","1091,155492","Entre 1MM e 5MM"
"AEGE16","2026-07-21","3,90","4,03","4,95","1059,328360","Até 1MM"
"AEGE17","2026-07-21","3,82","5,27","7,10","945,719889","Até 1MM"
"AEGP19","2026-07-21","1,80","2,39","3,99","1040,083298","Até 1MM"
"AEGPA8","2026-07-21","16,14","17,04","17,13","982,808011","Até 1MM"
"AESLA7","2026-07-21","7,49","7,63","7,79","1044,357103","Até 1MM"
"AESLB7","2026-07-21","7,64","7,67","7,69","1006,782170","Até 1MM"
"AESLC2","2026-07-21","7,56","7,97","7,98","974,592576","Superior a 5MM"
"AGRU12","2026-07-21","20,40","20,51","20,63","786,537553","Até 1MM"
"ALGAB1","2026-07-21","8,96","8,97","9,63","1151,647396","Entre 1MM e 5MM"
"ALGAC2","2026-07-21","8,47","8,94","9,02","1114,322505","Entre 1MM e 5MM"
"ALGTA4","2026-07-21","9,11","9,44","9,77","1000,118098","Até 1MM"
"ALIG15","2026-07-21","7,30","7,72","7,80","968,915757","Até 1MM"
"ALUP18","2026-07-21","7,52","7,55","7,58","1048,545895","Até 1MM"
"APFD19","2026-07-21","7,00","8,08","8,71","1117,964101","Entre 1MM e 5MM"
"APPSA2","2026-07-21","8,93","8,97","9,20","1079,237091","Até 1MM"
"ARTR19","2026-07-21","9,03","11,51","14,58","1377,779939","Entre 1MM e 5MM"
"ARTRA8","2026-07-21","8,39","8,56","9,24","1049,237786","Até 1MM"
"ARTRB7","2026-07-21","14,94","14,95","15,63","981,678274","Entre 1MM e 5MM"
"ARTRB8","2026-07-21","15,07","15,18","15,52","981,096416","Até 1MM"
"ASCP13","2026-07-21","7,75","8,15","9,60","975,034960","Até 1MM"
"ASCP23","2026-07-21","8,32","9,18","9,51","1134,987802","Entre 1MM e 5MM"
"AURP12","2026-07-21","7,40","8,12","8,22","1037,585388","Superior a 5MM"
"AXIA18","2026-07-21","7,00","7,79","7,91","1006,293045","Superior a 5MM"
"AXIA19","2026-07-21","7,52","7,58","7,65","1030,315837","Até 1MM"
"AXIA28","2026-07-21","7,13","7,39","7,64","1009,779178","Superior a 5MM"
"AXIA38","2026-07-21","6,94","7,22","7,61","1008,258135","Superior a 5MM"
"BCPSA7","2026-07-21","7,69","7,72","7,73","990,971870","Entre 1MM e 5MM"
"BHSA11","2026-07-21","8,05","8,28","8,36","1010,578444","Entre 1MM e 5MM"
"BLMN12","2026-07-21","7,05","7,75","7,77","989,534176","Entre 1MM e 5MM"
"BRIT11","2026-07-21","0,81","0,82","0,83","713,497259","Superior a 5MM"
"BRKMA6","2026-07-21","86,35","86,36","86,38","297,881451","Até 1MM"
"BRKMA8","2026-07-21","75,41","75,44","75,64","297,994285","Até 1MM"
"BRKP28","2026-07-21","10,22","10,41","10,79","1145,083756","Até 1MM"
"BRST11","2026-07-21","8,53","9,18","9,59","764,195971","Até 1MM"
"BTEL13","2026-07-21","14,50","15,55","17,25","1020,882106","Entre 1MM e 5MM"
"BTEL33","2026-07-21","10,59","10,71","10,88","956,977396","Até 1MM"
"BTGH18","2026-07-21","0,70","0,89","1,09","1030,031063","Até 1MM"
"BTGL21","2026-07-21","7,29","7,53","7,84","1013,864462","Até 1MM"
"BTGL31","2026-07-21","13,43","13,45","14,04","988,962195","Até 1MM"
"CBAN12","2026-07-21","7,40","8,14","8,72","1403,213995","Entre 1MM e 5MM"
"CBAN52","2026-07-21","7,39","8,14","8,17","1420,730496","Entre 1MM e 5MM"
"CBAN72","2026-07-21","8,02","8,15","8,40","1419,917606","Até 1MM"
"CCROA5","2026-07-21","7,56","7,81","7,90","923,261501","Até 1MM"
"CCROB6","2026-07-21","7,06","7,91","8,65","1153,854492","Entre 1MM e 5MM"
"CDAR11","2026-07-21","1,44","1,45","1,46","1053,125429","Superior a 5MM"
"CEAL12","2026-07-21","8,15","8,20","8,23","1018,479289","Até 1MM"
"CEAL21","2026-07-21","8,41","8,45","8,51","1103,829118","Entre 1MM e 5MM"
"CEAM11","2026-07-21","12,16","12,17","12,19","74,387966","Até 1MM"
"CEAP14","2026-07-21","8,18","8,30","8,32","1058,807964","Até 1MM"
"CEEBB7","2026-07-21","7,36","7,72","8,11","1060,036703","Até 1MM"
"CEEBD1","2026-07-21","13,55","13,95","14,85","931,213648","Entre 1MM e 5MM"
"CEEBD2","2026-07-21","7,40","7,95","8,07","942,358761","Superior a 5MM"
"CEED12","2026-07-21","8,09","8,20","8,23","1161,228276","Superior a 5MM"
"CEED21","2026-07-21","8,10","8,25","8,64","1259,130930","Até 1MM"
"CEPEA3","2026-07-21","0,69","0,70","0,71","1037,181737","Entre 1MM e 5MM"
"CEPEA6","2026-07-21","13,63","13,99","14,35","1016,230865","Até 1MM"
"CEPEA7","2026-07-21","7,21","7,56","7,86","1037,407378","Até 1MM"
"CEPEB3","2026-07-21","7,77","7,94","8,11","1049,197333","Até 1MM"
"CEPEB7","2026-07-21","7,61","7,65","8,01","997,782138","Até 1MM"
"CEPEC2","2026-07-21","8,10","8,11","8,34","1147,593214","Até 1MM"
"CERR18","2026-07-21","9,19","9,66","10,45","1017,226595","Até 1MM"
"CERT11","2026-07-21","7,85","8,39","8,61","1182,871551","Entre 1MM e 5MM"
"CESE32","2026-07-21","7,57","8,06","8,27","1153,681057","Até 1MM"
"CESPA2","2026-07-21","7,68","8,19","9,02","1314,334674","Superior a 5MM"
"CESPA3","2026-07-21","8,24","8,30","8,41","1015,116515","Até 1MM"
"CGASA2","2026-07-21","7,43","7,84","7,88","1040,594589","Até 1MM"
"CGASA4","2026-07-21","7,00","7,01","7,10","1048,489034","Até 1MM"
"CGEE23","2026-07-21","12,60","14,22","15,17","798,259237","Até 1MM"
"CGOS13","2026-07-21","7,75","8,11","8,36","1139,005213","Entre 1MM e 5MM"
"CGOS16","2026-07-21","7,72","8,18","8,66","1011,358207","Entre 1MM e 5MM"
"CGOS24","2026-07-21","7,43","8,37","8,42","1086,573673","Entre 1MM e 5MM"
"CGOS28","2026-07-21","7,65","8,18","8,68","1021,051666","Até 1MM"
"CGOS34","2026-07-21","7,67","8,24","8,79","1064,041409","Entre 1MM e 5MM"
"CGOSA2","2026-07-21","7,23","8,23","8,26","921,167393","Superior a 5MM"
"CGOSB0","2026-07-21","7,67","8,14","8,20","1021,939139","Entre 1MM e 5MM"
"CHSF13","2026-07-21","7,12","7,80","8,16","1068,411900","Superior a 5MM"
"CLAG13","2026-07-21","9,19","9,57","10,44","830,809554","Até 1MM"
"CLTM14","2026-07-21","8,77","9,21","10,24","1005,236608","Entre 1MM e 5MM"
"CMGD28","2026-07-21","6,65","8,09","8,17","1148,986594","Até 1MM"
"CMGDB0","2026-07-21","7,20","7,73","8,35","1057,627756","Até 1MM"
"CMGDB1","2026-07-21","7,24","7,97","8,25","1022,898421","Entre 1MM e 5MM"
"CMGDB2","2026-07-21","7,05","7,80","8,38","1068,063929","Superior a 5MM"
"CMGTA1","2026-07-21","7,17","7,60","7,79","999,652578","Até 1MM"
"CMIN11","2026-07-21","16,48","16,68","17,11","828,255996","Até 1MM"
"CMIN12","2026-07-21","14,95","15,36","17,05","823,715771","Até 1MM"
"CMIN21","2026-07-21","10,98","14,58","15,07","738,964439","Até 1MM"
"CMIN22","2026-07-21","16,14","16,18","16,39","684,136603","Até 1MM"
"COCEB2","2026-07-21","8,40","8,60","8,80","1043,222640","Até 1MM"
"COMR15","2026-07-21","9,39","9,47","9,48","912,580252","Entre 1MM e 5MM"
"CONX12","2026-07-21","12,64","12,66","14,39","1158,350862","Entre 1MM e 5MM"
"CPFPA5","2026-07-21","7,77","7,78","7,88","1072,481519","Até 1MM"
"CPFPA9","2026-07-21","7,32","7,54","7,77","1111,549960","Entre 1MM e 5MM"
"CPFPB0","2026-07-21","7,85","7,87","7,88","1008,852898","Entre 1MM e 5MM"
"CPGT17","2026-07-21","0,42","0,48","0,54","521,123188","Até 1MM"
"CPGT28","2026-07-21","7,89","8,06","8,23","1103,413705","Até 1MM"
"CPGTC0","2026-07-21","7,78","7,83","7,84","1076,272034","Entre 1MM e 5MM"
"CPLD26","2026-07-21","7,32","7,80","7,94","1205,361997","Até 1MM"
"CPLD29","2026-07-21","7,39","7,62","8,23","1040,482446","Até 1MM"
"CPLD37","2026-07-21","7,77","7,90","8,26","1128,745995","Entre 1MM e 5MM"
"CRMG15","2026-07-21","8,74","8,96","9,19","791,804694","Até 1MM"
"CRNP13","2026-07-21","8,68","8,69","8,70","1026,673999","Entre 1MM e 5MM"
"CRTR12","2026-07-21","8,99","9,03","9,08","1019,006300","Até 1MM"
"CSANB2","2026-07-21","1,55","1,60","1,95","1180,996146","Até 1MM"
"CSMGA6","2026-07-21","7,69","7,72","7,75","960,531794","Até 1MM"
"CSNAA4","2026-07-21","33,56","33,57","33,58","528,797172","Até 1MM"
"CSNAA5","2026-07-21","20,00","20,04","20,10","623,640770","Até 1MM"
"CSRNB3","2026-07-21","7,60","7,61","7,62","962,917938","Até 1MM"
"CTEE18","2026-07-21","7,22","7,98","8,61","1323,329051","Entre 1MM e 5MM"
"CTEE1B","2026-07-21","7,76","7,91","8,15","1187,762049","Até 1MM"
"CTEE29","2026-07-21","7,00","7,48","7,90","993,203773","Até 1MM"
"CTEE2B","2026-07-21","7,46","7,68","8,10","1123,058869","Até 1MM"
"CTGE15","2026-07-21","7,75","7,81","7,85","1069,252780","Entre 1MM e 5MM"
"CTNSA3","2026-07-21","8,34","8,35","8,36","1003,697285","Entre 1MM e 5MM"
"CUTI11","2026-07-21","7,97","8,19","8,25","790,659223","Entre 1MM e 5MM"
"DASAB4","2026-07-21","1,51","1,52","1,53","1047,061987","Entre 1MM e 5MM"
"DASAC5","2026-07-21","2,89","2,90","4,24","1004,147740","Superior a 5MM"
"ECER12","2026-07-21","7,52","8,30","9,19","1338,532289","Superior a 5MM"
"ECHP11","2026-07-21","8,27","8,39","8,45","955,731088","Superior a 5MM"
"ECOV16","2026-07-21","7,94","8,67","8,83","1035,664593","Até 1MM"
"EDTE12","2026-07-21","7,37","7,92","7,93","997,923431","Entre 1MM e 5MM"
"EDVP17","2026-07-21","8,07","8,19","8,35","1153,572088","Até 1MM"
"EEELA0","2026-07-21","7,11","7,63","7,95","1080,319266","Até 1MM"
"EEELA1","2026-07-21","7,78","8,10","8,41","1017,107332","Até 1MM"
"EEELA4","2026-07-21","7,39","7,40","7,54","1119,536964","Até 1MM"
"EGIE27","2026-07-21","7,05","7,13","7,72","996,607983","Entre 1MM e 5MM"
"EGIE29","2026-07-21","7,37","8,06","8,23","1361,115125","Até 1MM"
"EGIE49","2026-07-21","7,87","7,99","8,01","1358,550452","Até 1MM"
"EGIEA0","2026-07-21","7,10","7,46","8,05","1069,864450","Até 1MM"
"EGIEA1","2026-07-21","7,10","7,73","8,15","1083,014728","Entre 1MM e 5MM"
"EGIEA2","2026-07-21","13,29","13,38","13,56","991,821504","Até 1MM"
"EGIEA3","2026-07-21","13,22","13,62","14,48","996,933039","Até 1MM"
"EGIEA4","2026-07-21","13,30","13,80","13,90","1217,086454","Até 1MM"
"EGIEA5","2026-07-21","13,70","14,53","14,90","1055,782792","Até 1MM"
"EGIEA6","2026-07-21","7,26","7,65","7,74","943,644712","Superior a 5MM"
"EGIEB1","2026-07-21","7,69","7,72","7,79","1044,502256","Até 1MM"
"EGIEB4","2026-07-21","7,06","7,41","7,81","1178,851960","Entre 1MM e 5MM"
"EGIEB5","2026-07-21","7,54","7,70","7,85","1067,027861","Até 1MM"
"EGIEC1","2026-07-21","12,25","13,83","14,54","1233,461934","Até 1MM"
"EKTRA5","2026-07-21","13,80","14,17","15,09","1009,663339","Até 1MM"
"EKTRA8","2026-07-21","7,25","8,09","8,10","1003,018642","Superior a 5MM"
"EKTRB6","2026-07-21","7,98","8,00","8,03","972,192789","Até 1MM"
"EKTRB8","2026-07-21","13,40","13,74","13,99","988,824864","Até 1MM"
"EKTRC0","2026-07-21","8,04","8,10","8,18","1197,737218","Até 1MM"
"EKTT11","2026-07-21","7,73","7,98","8,18","1171,620175","Entre 1MM e 5MM"
"ELDC15","2026-07-21","8,19","8,58","8,84","1014,477568","Até 1MM"
"ELET14","2026-07-21","7,10","7,90","8,56","1108,751988","Entre 1MM e 5MM"
"ELET16","2026-07-21","7,22","7,78","8,00","1061,592039","Até 1MM"
"ELET23","2026-07-21","7,08","7,67","8,28","1222,327782","Entre 1MM e 5MM"
"ELET24","2026-07-21","0,82","0,97","1,00","1062,351606","Superior a 5MM"
"ELET42","2026-07-21","7,15","7,71","8,11","1425,064340","Entre 1MM e 5MM"
"ELTN15","2026-07-21","7,76","7,96","8,19","1063,118579","Entre 1MM e 5MM"
"ELTN27","2026-07-21","7,94","8,03","8,06","1013,563934","Até 1MM"
"ELTN37","2026-07-21","7,06","7,67","7,79","1017,850424","Entre 1MM e 5MM"
"ENAT11","2026-07-21","8,36","9,41","10,05","1056,410493","Até 1MM"
"ENAT12","2026-07-21","9,22","9,37","10,16","1125,085169","Entre 1MM e 5MM"
"ENAT13","2026-07-21","8,19","9,51","10,52","1064,785801","Entre 1MM e 5MM"
"ENAT14","2026-07-21","7,92","9,14","9,23","1076,276166","Até 1MM"
"ENAT23","2026-07-21","13,58","15,10","15,99","972,220037","Entre 1MM e 5MM"
"ENAT32","2026-07-21","14,44","15,21","16,03","1017,779104","Entre 1MM e 5MM"
"ENAT33","2026-07-21","9,00","9,38","10,66","1054,481892","Entre 1MM e 5MM"
"ENERB4","2026-07-21","7,53","8,07","8,17","1016,124577","Até 1MM"
"ENERB7","2026-07-21","7,52","8,29","8,38","990,032157","Superior a 5MM"
"ENERC7","2026-07-21","8,14","8,15","8,16","971,881529","Até 1MM"
"ENEV13","2026-07-21","7,37","7,98","8,40","942,606197","Até 1MM"
"ENEV15","2026-07-21","7,30","7,92","8,52","1362,634585","Superior a 5MM"
"ENEV16","2026-07-21","7,47","8,10","9,10","1295,827803","Entre 1MM e 5MM"
"ENEV18","2026-07-21","7,30","7,98","8,52","1121,273179","Entre 1MM e 5MM"
"ENEV19","2026-07-21","7,30","7,94","8,28","1177,598609","Entre 1MM e 5MM"
"ENEV26","2026-07-21","7,58","7,82","8,52","1173,762391","Entre 1MM e 5MM"
"ENEV28","2026-07-21","7,21","8,07","8,49","1073,893252","Entre 1MM e 5MM"
"ENEV29","2026-07-21","7,30","8,02","8,57","1147,174655","Entre 1MM e 5MM"
"ENEV32","2026-07-21","7,47","8,08","8,51","1412,407619","Entre 1MM e 5MM"
"ENEV39","2026-07-21","7,05","7,88","8,38","1151,159222","Até 1MM"
"ENEVA0","2026-07-21","7,64","7,98","8,58","1051,953108","Entre 1MM e 5MM"
"ENEVA4","2026-07-21","8,10","8,11","8,12","941,061713","Superior a 5MM"
"ENEVB0","2026-07-21","7,89","8,00","8,49","1022,382772","Até 1MM"
"ENEVC0","2026-07-21","0,59","0,60","0,61","1047,753373","Entre 1MM e 5MM"
"ENGIA5","2026-07-21","7,75","8,31","8,80","1203,870855","Até 1MM"
"ENGIA6","2026-07-21","7,79","8,53","8,64","1178,626364","Até 1MM"
"ENGIA9","2026-07-21","7,70","8,12","8,51","1099,191727","Até 1MM"
"ENGIB0","2026-07-21","7,45","8,32","8,49","1040,440304","Entre 1MM e 5MM"
"ENGIB2","2026-07-21","7,66","7,89","8,16","1027,436771","Entre 1MM e 5MM"
"ENGIB4","2026-07-21","7,48","8,08","8,30","1294,438371","Até 1MM"
"ENGIB9","2026-07-21","7,30","8,03","8,76","1083,877496","Superior a 5MM"
"ENGIC0","2026-07-21","7,55","7,96","8,31","1003,375699","Entre 1MM e 5MM"
"ENJG21","2026-07-21","7,79","8,03","8,51","339,174536","Até 1MM"
"ENMTA3","2026-07-21","7,23","7,43","7,63","1379,682937","Até 1MM"
"ENMTA4","2026-07-21","7,50","8,06","8,21","1214,180705","Até 1MM"
"ENMTC4","2026-07-21","14,16","14,50","14,97","994,855645","Até 1MM"
"ENMTF8","2026-07-21","8,17","8,21","8,26","949,345860","Superior a 5MM"
"ENSEB4","2026-07-21","8,14","8,17","8,19","1004,756242","Até 1MM"
"ENTV12","2026-07-21","8,09","8,45","9,46","1418,004759","Até 1MM"
"EQPA18","2026-07-21","7,41","8,06","8,67","1070,041020","Entre 1MM e 5MM"
"EQPA19","2026-07-21","7,41","8,04","8,17","990,564617","Superior a 5MM"
"EQTC11","2026-07-21","7,55","8,08","8,28","1167,241657","Até 1MM"
"EQTR11","2026-07-21","8,22","8,27","8,29","1154,961232","Até 1MM"
"EQTR21","2026-07-21","8,23","8,25","8,29","1156,482092","Até 1MM"
"EQTS11","2026-07-21","8,12","8,23","8,26","947,093315","Até 1MM"
"EQUA11","2026-07-21","8,26","8,49","8,69","994,960031","Até 1MM"
"ERDVA4","2026-07-21","8,36","8,70","9,29","1033,507509","Entre 1MM e 5MM"
"ERDVB4","2026-07-21","8,00","8,64","8,78","1028,677559","Até 1MM"
"ERDVC3","2026-07-21","7,80","8,50","8,87","1073,146323","Até 1MM"
"ESULA6","2026-07-21","8,09","8,24","8,89","1206,939673","Entre 1MM e 5MM"
"ETBA12","2026-07-21","7,82","8,00","8,17","1127,933157","Entre 1MM e 5MM"
"ETEN12","2026-07-21","7,36","7,43","7,47","1380,176604","Entre 1MM e 5MM"
"ETEN21","2026-07-21","7,22","8,04","8,23","1456,225921","Até 1MM"
"ETSP12","2026-07-21","8,30","8,31","8,81","1152,155228","Entre 1MM e 5MM"
"EXSE11","2026-07-21","0,76","0,88","0,94","1040,317858","Até 1MM"
"FGEN13","2026-07-21","7,69","7,87","8,19","505,773197","Até 1MM"
"FLRYB0","2026-07-21","0,54","0,55","0,58","1035,179467","Entre 1MM e 5MM"
"FURN21","2026-07-21","7,29","7,74","8,65","1192,344658","Entre 1MM e 5MM"
"GASC16","2026-07-21","8,38","8,56","8,61","981,616475","Até 1MM"
"GASC22","2026-07-21","8,30","8,54","8,61","1183,443022","Entre 1MM e 5MM"
"GASC23","2026-07-21","7,94","8,43","8,44","1123,263692","Até 1MM"
"GASC25","2026-07-21","8,26","8,29","9,00","949,030270","Entre 1MM e 5MM"
"GASC28","2026-07-21","8,25","8,27","8,52","1027,995101","Até 1MM"
"GASP29","2026-07-21","7,54","8,25","8,66","1092,447018","Entre 1MM e 5MM"
"GSTS24","2026-07-21","10,68","10,75","16,14","959,690518","Até 1MM"
"HAPVA0","2026-07-21","5,99","7,18","7,21","816,358492","Entre 1MM e 5MM"
"HARG11","2026-07-21","8,17","8,91","9,32","1055,101202","Entre 1MM e 5MM"
"HBSA21","2026-07-21","8,59","8,81","9,03","1173,941357","Até 1MM"
"HVSP11","2026-07-21","9,28","9,51","10,56","1169,216780","Superior a 5MM"
"IGSN15","2026-07-21","10,60","11,90","14,30","951,669122","Entre 1MM e 5MM"
"IRJS14","2026-07-21","9,75","10,90","11,62","1123,729920","Entre 1MM e 5MM"
"IRJS15","2026-07-21","9,44","10,94","11,71","1025,269887","Entre 1MM e 5MM"
"ISAEA9","2026-07-21","6,80","7,17","7,55","1077,378120","Até 1MM"
"ISAEB0","2026-07-21","6,85","6,86","7,61","1041,312216","Entre 1MM e 5MM"
"ISAEB2","2026-07-21","6,84","6,86","6,89","1000,221617","Entre 1MM e 5MM"
"ISAEB8","2026-07-21","7,11","7,44","7,62","1085,765109","Até 1MM"
"ISAEC0","2026-07-21","6,75","7,29","7,52","1000,623110","Entre 1MM e 5MM"
"IVIAA0","2026-07-21","8,64","9,48","9,94","972,192043","Entre 1MM e 5MM"
"JALL11","2026-07-21","8,85","8,98","9,42","1174,577612","Entre 1MM e 5MM"
"JALL13","2026-07-21","8,24","8,62","9,31","1132,572969","Até 1MM"
"JALL15","2026-07-21","8,85","9,01","9,15","991,453405","Até 1MM"
"JALL21","2026-07-21","8,34","9,25","9,35","1114,263583","Até 1MM"
"JALL24","2026-07-21","9,09","9,11","9,15","1065,418894","Até 1MM"
"JALL26","2026-07-21","8,20","8,97","9,40","1010,127628","Até 1MM"
"JSLGA5","2026-07-21","2,73","3,09","4,24","1036,607527","Até 1MM"
"JSMLA5","2026-07-21","1,99","4,04","5,29","988,594298","Superior a 5MM"
"JSMLB5","2026-07-21","13,80","15,50","16,75","1071,018778","Até 1MM"
"JTEE11","2026-07-21","7,67","7,79","7,83","881,584576","Até 1MM"
"KLBNA5","2026-07-21","6,94","7,34","8,06","1016,822014","Entre 1MM e 5MM"
"LCAMD1","2026-07-21","10,10","10,20","10,52","1175,581187","Até 1MM"
"LCAMD3","2026-07-21","9,10","10,03","10,10","1150,668321","Até 1MM"
"LIGHD2","2026-07-21","28,90","29,04","29,32","56,604925","Até 1MM"
"LORTA7","2026-07-21","10,15","10,25","10,45","1172,092113","Até 1MM"
"LTTE15","2026-07-21","7,90","8,03","8,05","1091,484739","Entre 1MM e 5MM"
"MOVI18","2026-07-21","12,30","13,98","17,12","1043,708724","Até 1MM"
"MOVI27","2026-07-21","3,44","3,45","3,46","1048,914432","Até 1MM"
"MOVI28","2026-07-21","13,99","14,25","22,26","969,959788","Superior a 5MM"
"MOVI37","2026-07-21","13,99","14,00","14,08","1094,054390","Entre 1MM e 5MM"
"MOVIA3","2026-07-21","1,99","2,08","2,60","1064,562067","Entre 1MM e 5MM"
"MRSAA1","2026-07-21","7,79","7,87","7,94","1069,447500","Até 1MM"
"MRSAB1","2026-07-21","7,01","7,70","7,79","1077,279362","Entre 1MM e 5MM"
"MRSAB2","2026-07-21","7,04","7,42","7,76","1059,843472","Até 1MM"
"MRSAB3","2026-07-21","7,05","7,70","7,73","977,118770","Superior a 5MM"
"MRSAC1","2026-07-21","7,21","7,60","7,65","1072,741883","Até 1MM"
"MRSAC2","2026-07-21","6,99","7,30","7,57","1059,452969","Até 1MM"
"MSGT23","2026-07-21","7,99","8,09","8,59","1045,268537","Entre 1MM e 5MM"
"MSGT33","2026-07-21","7,48","7,97","8,69","998,410450","Entre 1MM e 5MM"
"MULTB5","2026-07-21","0,59","0,60","0,61","1047,755195","Superior a 5MM"
"MVLV16","2026-07-21","12,30","14,19","19,50","1720,356331","Superior a 5MM"
"NEOE16","2026-07-21","7,50","8,19","8,86","1373,287627","Entre 1MM e 5MM"
"NEOE26","2026-07-21","8,01","8,15","8,61","824,284706","Até 1MM"
"NTEN11","2026-07-21","11,37","13,72","14,27","936,334123","Entre 1MM e 5MM"
"NTSD19","2026-07-21","7,49","7,51","7,54","979,652931","Até 1MM"
"NTSDA1","2026-07-21","7,47","7,56","7,57","943,424167","Superior a 5MM"
"ORIG11","2026-07-21","10,92","10,94","12,10","1015,931684","Entre 1MM e 5MM"
"ORIG12","2026-07-21","10,00","11,58","12,68","984,914435","Entre 1MM e 5MM"
"ORIG21","2026-07-21","16,78","19,08","21,42","845,095787","Até 1MM"
"ORIG22","2026-07-21","16,22","19,78","21,42","875,830079","Até 1MM"
"PALF38","2026-07-21","7,07","7,77","8,52","1049,720621","Até 1MM"
"PALFB3","2026-07-21","7,26","7,65","8,35","1060,054580","Até 1MM"
"PALFB6","2026-07-21","7,36","7,92","7,93","1089,367262","Superior a 5MM"
"PEJA11","2026-07-21","7,75","8,48","8,94","1195,121193","Entre 1MM e 5MM"
"PEJA12","2026-07-21","12,90","13,43","15,03","998,778675","Entre 1MM e 5MM"
"PEJA13","2026-07-21","13,53","14,24","15,03","960,718814","Até 1MM"
"PEJA21","2026-07-21","0,97","0,98","1,00","1078,418042","Entre 1MM e 5MM"
"PEJA22","2026-07-21","7,72","8,28","8,52","1052,777279","Até 1MM"
"PEJA23","2026-07-21","8,21","8,23","8,53","1038,779385","Até 1MM"
"PETR17","2026-07-21","6,68","7,09","7,85","1344,117563","Entre 1MM e 5MM"
"PETR18","2026-07-21","6,57","7,28","7,83","996,682451","Entre 1MM e 5MM"
"PETR26","2026-07-21","6,58","7,21","7,82","1400,859116","Superior a 5MM"
"PETR27","2026-07-21","6,70","7,20","8,03","1196,765265","Superior a 5MM"
"PETR28","2026-07-21","6,29","7,11","7,73","1016,812957","Entre 1MM e 5MM"
"PETR38","2026-07-21","6,28","6,99","7,65","1040,021576","Entre 1MM e 5MM"
"PFOR16","2026-07-21","1,35","1,36","1,37","1004,814525","Superior a 5MM"
"PLSB1A","2026-07-21","9,15","9,91","11,40","1108,338432","Entre 1MM e 5MM"
"POTE11","2026-07-21","8,39","8,44","8,48","1022,799261","Superior a 5MM"
"POTE12","2026-07-21","8,33","8,38","8,85","88,359853","Até 1MM"
"PRAS11","2026-07-21","8,03","8,11","8,18","995,986730","Até 1MM"
"QUAL16","2026-07-21","2,20","2,59","3,47","253,480225","Até 1MM"
"QUAT13","2026-07-21","12,41","12,63","12,86","909,256784","Até 1MM"
"QYAN11","2026-07-21","0,65","0,69","0,71","1036,263677","Até 1MM"
"RDORF1","2026-07-21","1,01","1,02","1,03","1011,839375","Superior a 5MM"
"RECV11","2026-07-21","8,15","8,63","9,22","1077,538259","Até 1MM"
"RECV21","2026-07-21","13,65","14,85","15,97","970,275754","Até 1MM"
"RENTC4","2026-07-21","1,19","1,84","1,85","1024,364381","Superior a 5MM"
"RENTD1","2026-07-21","9,99","10,10","10,33","1161,345952","Até 1MM"
"RENTQ8","2026-07-21","1,25","1,26","1,60","1001,242944","Superior a 5MM"
"RIGEA3","2026-07-21","7,65","8,20","8,27","1157,287915","Entre 1MM e 5MM"
"RIPR22","2026-07-21","7,81","7,82","7,96","1203,190018","Até 1MM"
"RIS412","2026-07-21","11,08","12,52","13,36","9,291230","Até 1MM"
"RIS414","2026-07-21","9,99","11,55","12,78","0,962648","Entre 1MM e 5MM"
"RIS422","2026-07-21","10,25","11,50","12,50","8,395758","Até 1MM"
"RIS424","2026-07-21","10,04","11,30","12,52","0,882546","Entre 1MM e 5MM"
"RISP12","2026-07-21","11,08","12,06","13,34","9,444992","Entre 1MM e 5MM"
"RISP14","2026-07-21","11,40","12,02","15,07","0,944968","Até 1MM"
"RISP22","2026-07-21","10,65","11,33","12,50","8,494870","Entre 1MM e 5MM"
"RISP24","2026-07-21","9,73","11,30","12,20","0,882527","Até 1MM"
"RMSA12","2026-07-21","9,09","9,90","11,08","1201,861325","Entre 1MM e 5MM"
"RODB11","2026-07-21","2,44","2,45","2,46","1460,287372","Entre 1MM e 5MM"
"RPTA14","2026-07-21","8,51","8,75","8,82","1112,890602","Até 1MM"
"RRRP13","2026-07-21","9,17","9,43","10,42","1124,381413","Entre 1MM e 5MM"
"RUMOA2","2026-07-21","8,05","8,80","9,13","1429,030510","Entre 1MM e 5MM"
