Ativo,Data,Taxa Minima,Taxa Media,Taxa Maxima,PU Medio,Faixa de Volume
"OMGE12","2026-07-20","9,09","9,11","9,14","1323,813413","Até 1MM"
"OMGE22","2026-07-20","9,15","9,51","10,11","1343,883485","Até 1MM"
"OPCT16","2026-07-20","1,50","1,53","1,60","1019,386744","Até 1MM"
"ORIG11","2026-07-20","10,16","11,65","12,35","983,319360","Até 1MM"
"ORIG12","2026-07-20","10,55","11,44","12,68","990,435270","Superior a 5MM"
"ORIG21","2026-07-20","16,30","19,77","20,58","824,477593","Entre 1MM e 5MM"
"ORIG22","2026-07-20","16,42","17,71","20,87","940,267052","Até 1MM"
"PALF38","2026-07-20","7,20","7,80","7,85","1049,066687","Até 1MM"
"PALFB3","2026-07-20","7,27","7,81","8,36","1050,070477","Até 1MM"
"PALFB6","2026-07-20","7,21","7,84","7,88","1092,825021","Até 1MM"
"PASS14","2026-07-20","0,73","0,74","0,75","1016,112067","Entre 1MM e 5MM"
"PEJA11","2026-07-20","7,55","8,22","8,93","1203,577722","Superior a 5MM"
"PEJA12","2026-07-20","13,01","14,15","14,67","984,512801","Até 1MM"
"PEJA13","2026-07-20","13,45","13,78","14,60","969,589760","Entre 1MM e 5MM"
"PEJA21","2026-07-20","0,50","1,03","1,04","1076,735392","Entre 1MM e 5MM"
"PEJA22","2026-07-20","7,67","7,76","8,34","1079,157905","Até 1MM"
"PEJA23","2026-07-20","7,72","8,22","8,65","1038,504613","Até 1MM"
"PETR17","2026-07-20","6,30","7,17","8,17","1340,530049","Entre 1MM e 5MM"
"PETR18","2026-07-20","6,76","7,35","7,85","991,675273","Até 1MM"
"PETR26","2026-07-20","6,47","7,24","7,99","1399,428552","Entre 1MM e 5MM"
"PETR27","2026-07-20","6,53","7,31","7,92","1187,635575","Entre 1MM e 5MM"
"PETR28","2026-07-20","6,28","7,17","7,60","1011,762011","Entre 1MM e 5MM"
"PETR38","2026-07-20","6,27","7,10","7,55","1028,724615","Superior a 5MM"
"PLSB1A","2026-07-20","8,76","9,91","10,92","1107,379420","Entre 1MM e 5MM"
"POTE11","2026-07-20","8,43","8,44","8,47","1022,695352","Superior a 5MM"
"PPTE11","2026-07-20","7,84","8,85","9,35","739,054217","Até 1MM"
"QUAL16","2026-07-20","1,96","2,84","3,46","252,819028","Até 1MM"
"QUAL17","2026-07-20","3,44","3,45","3,46","707,044525","Entre 1MM e 5MM"
"RDORF1","2026-07-20","1,02","1,03","1,04","1010,915360","Entre 1MM e 5MM"
"RECV21","2026-07-20","13,50","14,77","15,31","971,911808","Até 1MM"
"RENTD1","2026-07-20","9,94","10,10","10,33","1160,656186","Até 1MM"
"RIS412","2026-07-20","11,04","11,51","12,13","9,633111","Até 1MM"
"RIS414","2026-07-20","10,51","12,66","14,39","0,921145","Até 1MM"
"RIS422","2026-07-20","10,24","12,33","12,50","7,940093","Até 1MM"
"RIS424","2026-07-20","10,03","11,98","12,20","0,843142","Até 1MM"
"RISP12","2026-07-20","9,99","10,85","12,85","9,868183","Até 1MM"
"RISP14","2026-07-20","9,99","13,46","14,91","0,893358","Até 1MM"
"RISP22","2026-07-20","11,27","11,50","12,50","8,392507","Até 1MM"
"RMSA12","2026-07-20","9,85","10,40","11,76","1163,371385","Até 1MM"
"RRRP13","2026-07-20","9,13","9,38","9,70","1126,306740","Entre 1MM e 5MM"
"RSAN15","2026-07-20","2,15","2,17","2,18","1020,838705","Entre 1MM e 5MM"
"RSAN26","2026-07-20","9,86","9,89","9,91","940,988771","Até 1MM"
"RUMOA2","2026-07-20","8,00","8,79","9,35","1428,534956","Até 1MM"
"RUMOA4","2026-07-20","7,73","8,57","9,35","1402,378256","Entre 1MM e 5MM"
"RUMOA5","2026-07-20","7,80","8,96","9,60","1175,270715","Até 1MM"
"RUMOA6","2026-07-20","8,10","8,66","9,36","1162,180748","Entre 1MM e 5MM"
"RUMOB3","2026-07-20","8,64","8,89","9,34","1342,147775","Até 1MM"
"RUMOB5","2026-07-20","7,85","8,77","9,00","1006,413377","Até 1MM"
"RUMOB6","2026-07-20","8,38","8,63","9,17","1011,622034","Até 1MM"
"SAPR10","2026-07-20","7,28","8,05","8,44","14259,041245","Até 1MM"
"SAPRA2","2026-07-20","7,81","7,87","8,35","1265,644847","Até 1MM"
"SAPRB3","2026-07-20","7,15","7,77","7,80","1145,705531","Entre 1MM e 5MM"
"SAPRC1","2026-07-20","1,05","1,06","1,07","1053,487221","Até 1MM"
"SBSPB6","2026-07-20","6,76","7,81","8,13","1396,616580","Até 1MM"
"SBSPD4","2026-07-20","7,42","7,90","8,56","1351,685182","Até 1MM"
"SBSPD7","2026-07-20","0,06","0,26","0,48","1043,842311","Até 1MM"
"SBSPE3","2026-07-20","6,86","7,56","8,16","1115,570848","Superior a 5MM"
"SBSPE9","2026-07-20","7,37","7,72","8,32","1187,026655","Até 1MM"
"SBSPF3","2026-07-20","6,94","7,53","9,06","1103,556743","Até 1MM"
"SBSPF9","2026-07-20","7,69","7,83","8,03","1103,519715","Até 1MM"
"SBSPI8","2026-07-20","6,89","7,37","7,62","977,707009","Entre 1MM e 5MM"
"SBSPJ8","2026-07-20","6,94","7,42","7,57","969,529840","Superior a 5MM"
"SBSPK8","2026-07-20","6,82","7,27","7,45","963,227923","Entre 1MM e 5MM"
"SIMH16","2026-07-20","2,31","4,33","5,01","983,873389","Entre 1MM e 5MM"
"SMFTA1","2026-07-20","0,64","0,65","0,66","1037,807282","Superior a 5MM"
"SMTO14","2026-07-20","8,62","8,69","9,19","1089,654142","Entre 1MM e 5MM"
"SMTO24","2026-07-20","7,44","8,79","8,94","1025,960472","Até 1MM"
"SRTI11","2026-07-20","8,40","8,43","8,46","728,537756","Até 1MM"
"STBP35","2026-07-20","7,40","7,85","8,68","1044,570428","Entre 1MM e 5MM"
"STBP45","2026-07-20","7,79","7,82","8,53","1022,568710","Entre 1MM e 5MM"
"SUMI37","2026-07-20","12,46","19,12","22,70","657,953256","Até 1MM"
"SUZB19","2026-07-20","7,70","7,74","7,82","1092,485082","Entre 1MM e 5MM"
"SUZBA0","2026-07-20","6,65","7,33","7,95","1073,246284","Superior a 5MM"
"TAEB15","2026-07-20","12,13","12,33","13,65","430,732095","Entre 1MM e 5MM"
"TAEE17","2026-07-20","7,05","7,90","8,47","1425,721354","Até 1MM"
"TAEE26","2026-07-20","7,57","7,69","8,10","1230,307307","Até 1MM"
"TAEEA4","2026-07-20","6,90","7,68","8,41","1057,503262","Entre 1MM e 5MM"
"TAEEA5","2026-07-20","0,39","0,40","0,41","1055,151128","Entre 1MM e 5MM"
"TAEEA7","2026-07-20","7,36","7,68","8,00","1151,130897","Entre 1MM e 5MM"
"TAEEB0","2026-07-20","6,78","7,22","7,92","986,126207","Até 1MM"
"TAEEB2","2026-07-20","7,28","7,56","8,36","1163,659619","Entre 1MM e 5MM"
"TAEEB4","2026-07-20","7,10","7,11","8,15","1089,807017","Até 1MM"
"TAEEB8","2026-07-20","7,08","7,65","8,27","1079,603897","Até 1MM"
"TAEEC2","2026-07-20","7,02","7,76","8,27","1128,703607","Até 1MM"
"TAEEC4","2026-07-20","7,30","7,44","7,60","1070,411803","Até 1MM"
"TAEED2","2026-07-20","7,76","7,93","8,10","1057,968783","Até 1MM"
"TEPA13","2026-07-20","12,21","22,95","23,01","810,322567","Até 1MM"
"TEPA23","2026-07-20","16,42","21,96","22,66","965,858145","Entre 1MM e 5MM"
"TGR731","2026-07-20","6,75","6,99","7,25","1063,027736","Até 1MM"
"TIET19","2026-07-20","0,56","0,59","0,61","304,434390","Até 1MM"
"TIET29","2026-07-20","8,32","8,34","9,01","1423,890804","Entre 1MM e 5MM"
"TIET39","2026-07-20","7,84","8,14","8,50","1427,264301","Até 1MM"
"TRPLA4","2026-07-20","7,20","7,89","8,19","1066,514383","Entre 1MM e 5MM"
"TRPLA7","2026-07-20","7,50","7,67","8,00","1120,628401","Até 1MM"
"TRPLB4","2026-07-20","6,82","7,45","8,00","1075,304546","Até 1MM"
"TRPLB7","2026-07-20","6,95","7,34","7,65","1046,873777","Até 1MM"
"UHSM12","2026-07-20","7,68","7,72","8,19","1156,934304","Entre 1MM e 5MM"
"UNEG11","2026-07-20","8,40","9,01","9,46","1111,860516","Até 1MM"
"USCA22","2026-07-20","17,07","20,04","21,24","863,415163","Até 1MM"
"USIM29","2026-07-20","1,43","1,49","1,61","1021,054143","Até 1MM"
"UTPS21","2026-07-20","9,10","9,46","9,69","1323,154048","Até 1MM"
"UTPS22","2026-07-20","8,96","9,27","9,99","1195,518996","Até 1MM"
"VALE48","2026-07-20","6,66","6,75","7,78","1032,208466","Até 1MM"
"VALEA0","2026-07-20","6,59","7,09","7,41","1061,258982","Entre 1MM e 5MM"
"VALEB0","2026-07-20","6,55","7,33","7,95","1039,727048","Entre 1MM e 5MM"
"VALEB1","2026-07-20","6,70","7,14","7,51","1050,172047","Entre 1MM e 5MM"
"VALEC0","2026-07-20","6,77","7,25","7,47","1033,281976","Entre 1MM e 5MM"
"VALEC1","2026-07-20","6,49","6,97","7,49","1048,007841","Superior a 5MM"
"VALED1","2026-07-20","6,56","7,13","7,45","1036,520515","Superior a 5MM"
"VAMO23","2026-07-20","3,50","4,01","8,11","980,174785","Até 1MM"
"VAMO34","2026-07-20","13,80","15,29","16,70","1018,781996","Até 1MM"
"VBBRA0","2026-07-20","7,33","8,03","8,13","1000,277483","Superior a 5MM"
"VERO12","2026-07-20","17,82","28,54","35,96","897,079527","Até 1MM"
"VERO13","2026-07-20","11,15","17,46","22,70","898,503428","Até 1MM"
"VERO15","2026-07-20","15,76","16,18","16,39","963,952905","Até 1MM"
"VERO23","2026-07-20","25,03","26,38","29,10","759,960891","Até 1MM"
"VERO24","2026-07-20","16,78","17,83","19,55","813,719541","Até 1MM"
"VERO34","2026-07-20","24,99","26,80","28,50","742,897818","Até 1MM"
"VERO44","2026-07-20","11,71","18,48","30,01","708,583551","Até 1MM"
"VLIM13","2026-07-20","7,91","8,01","8,39","1205,906487","Entre 1MM e 5MM"
"VLIM14","2026-07-20","7,45","8,11","8,25","1117,846249","Entre 1MM e 5MM"
"VLIM28","2026-07-20","7,33","7,53","7,75","996,457625","Até 1MM"
"VLIM29","2026-07-20","7,17","7,69","7,72","942,326814","Até 1MM"
