CD_ATIVO,GESTOR,VL_ALOCADO
"IVIAA0","Ibuina",16002162.12
"EGIE27","Galapagos",496779.8
"EKTT11","EQI",5504220.74
"EKTRA1","Sparta",362002.63
"EKTT11","Augme",4403376.58
"CEEDA0","AZ Quest",31364239.42
"GASC15","UBS",12879588.67
"AXIA28","SAM",53947576.18
"CSMGA6","IAM",1156532.58
"IOCHA3","SVN",23075066.16
"CMED13","BB Asset",106321977.82
"VAMO24","Vinland",11371822.63
"VAMO23","Legacy",899567.04
"SUMI18","Ibuina",14244079.16
"VIXL18","Integral",1865201.63
"CTEE2B","Galt",614500.35
"VERO13","Icatu",20391349.82
"CEEBC4","BB Asset",1980139.77
"TBLE26","Oriz",300500.03
"GASP19","BRAM",12522993.49
"TPEN11","BTG WM",2415757.02
"ENGIB9","San WM",28824399.09
"BHSA11","Sparta",16298657.99
"BSA312","UBS",30265087.51
"BHSA11","Paramis",1016569.44
"AEGP19","(fundo nao cadastrado)",69157144.12
"ALIG15","TAG",32316.42
"ELET24","XPG",8260016.78
"PASS14","Oriz",5216721.2
"ULFT14","Safra Asset",38963120.32
"CSMGB9","Capitânia",41606816.74
"SMTO24","Novus",1078607.58
"CASN34","BRAM",349951.08
"ASCP23","Absolute",8641514.38
"ENMTA7","Kinea",7019237.57
"BSA319","SAM",85072066.77
"XNGU17","BR Partners",61745.24
"EKTRC0","Kinea",318582.7
"VBBR15","Absolute",20200975.26
"COGNA4","Valora",2292927.46
"RADL15","BTG Asset",6113449.21
"PETR18","(fundo nao cadastrado)",810969.09
"CEEBD2","Journey",992821.61
"ERDV38","Capitânia",22093896.31
"MRSAA3","Tori 21",225417.15
"TEPA13","RBR",4149345.16
"ITPE12","Iridium",2456059.83
"ITPO15","Somma",530160.99
"CMGTA1","XPG",30070970.13
"RDORD3","Rio Bravo",2163727.57
"CPGTA1","BR Partners",4071193.66
"CPGTB0","IAM",29910581.93
"CAEC13","UBS",24180887.43
"TPNO12","Sparta",28584775.29
"EQPA18","Newave",531211.79
"CLCD18","SAM",25159508.67
"CPTM15","BTG Asset",161203199.51
"ENGIC5","BTG Asset",5167005.75
"ELET16","EQI",9038803.59
"NMCH11","Jera",828372.97
"LIGHC4","Daycoval",112338.04
"RIS414","Vinci",1053393
"KRSA12","Valora",9899289.4
"COMR15","IAM",133332175.72
"ENEV19","Galapagos",131082.51
"BLMN12","Être-Davos",956526.48
"SMFTB3","(fundo nao cadastrado)",4583022.23
"MNAU18","San Tsy",69156472.24
"VBBR14","CEF Asset",170228080.36
"DESK18","BDR",2052680.85
"CPTM15","Galapagos",906202.01
"RIPR22","Brainvest",615785.27
"PEJA21","Ekho",206147.19
"ELPLC8","Vinland",33208937.01
"VAMO22","Tivio",38234.42
"GYRA14","Augme",693430.91
"ESULA6","Turim",2555568.01
"EQMAA0","MMZR",459294.08
"ANET12","SWM",513736.18
"ITPO14","Portofino",5948078.13
"ASCP23","Paramis",211171.47
"CMIN21","Dynamo",1675695.31
"RDORB3","Kinea",159948928.05
"GASC28","G5",729388.21
"MULPA0","Kinea",945106.14
"CSMGA7","Absolute",3318715.23
"AEGE17","ARX",23390591.07
"ELTN15","San WM",38015567.25
"SBSPC4","ASA",104451.93
"ASAIA1","Brainvest",981562.8
"RIGEA3","BB Asset",5398198.58
"MULP17","Portofino",133011.12
"CASN23","Tenax",3549878.77
"NNAE12","JGP",97688465.88
"LIGHB4","AZ Quest",16741865.37
"COGNA4","Daycoval",2031573.94
"CEPEA7","Valora",10168418.48
"CEED16","Vinci",5138534.19
"POTE12","Absolute",28123366.39
"ECRD14","Capitânia",27545799.18
"SUMI19","Vinland",22699142.53
"CUTI11","(fundo nao cadastrado)",10634366.53
"SAPRA3","Absolute",16848.35
"RADL14","Safra Asset",2616544.07
"OVSAA3","Icatu",44029164.14
"VLIM15","SWM",1128727.69
"ERDVB4","Scalare",7830165.42
"ECHP12","Tenax",1974957.74
"CASN13","Mirabaud",5598828.95
"LORTB2","Valora",1842673.76
"EQPA19","Iridium",518874.54
"ERDVA6","AZ Quest",248886777.71
"PASS13","Oriz",2461497.41
"CEPEA6","BTG Asset",41871955.93
"ENEV15","Daycoval",684142.3
"AEGP19","Investcoop",5274409.43
"IOCHA3","Banrisul",2711651.1
"RISP22","(fundo nao cadastrado)",3726752.46
"SAPR10","San WM",1842118.1
"EKTRA1","(fundo nao cadastrado)",258573.3
"CPLD29","EQI",5480601.03
"EGIEB4","Rafter",5146557.12
"AGVL13","BRAM",17264294.62
"KLBNA2","Galapagos",1904680.91
"SAPRA3","BRAM",1340647.15
"CLIS11","IAM",161816205.52
"RADL15","JGP",10897163.34
"RECV11","Sparta",50183552.81
"SIMH16","AMW",4502930.47
"CEPE20","Investcoop",273443.69
"TAEEC2","Brainvest",206245.85
"EGIE29","BB Asset",2626986.49
"ENMTE6","(fundo nao cadastrado)",10441580.15
"ABSP12","ARX",66615151.27
"TAEED2","TAG",15526.1
"HAPV28","Kinea",30255966.98
"PETR17","Safra Asset",26926700.03
"FBRI13","Ace",12613.56
"FBRI13","Icatu",19291856.78
"ELET24","BTG Asset",5091589.3
"AEGE17","Lifetime",313504.77
"GASC19","(fundo nao cadastrado)",5669256.43
"CSANB0","PNBY",3232944.75
"CERO19","Sonata",321394.47
"HVSP11","Rio Bravo",4167245.45
"COGNA5","DAO",1011524.47
"CMIN22","(fundo nao cadastrado)",75320.89
"CMIN21","Vinland",361931.39
"UNEG11","Legacy",46698012.48
"BRKMA8","BRAM",10684426.43
"COGNB2","Integral",1030585.13
"CTNS25","VLGI",128643.28
"CRCG14","Somma",6791547.52
"MSRO15","Augme",5624322.4
"MRSAB2","BR Partners",2863387.53
"OVSA10","ARX",31231906.9
"MOTVA8","Valora",1009876.5
"VIXL26","Riza",5132233.32
"FSII14","Ibuina",31231108.22
"QUAL16","Valora",5568746.9
"LIGHC5","G5",770.1
"PASS14","Riza",670631.77
"VAMO13","BB Asset",48541843.82
"SUMI18","IAM",19578180.67
"ENERA9","Kinea",43276076.12
"RDVE11","(fundo nao cadastrado)",50420086.74
"DESK19","SAM",52745978.51
"CPFPA7","G5",106064.44
"GLUZ11","(fundo nao cadastrado)",50414.55
"PEAG13","SAM",52696967.58
"HAPV15","SFI",1626704.49
"CMGDB0","Tivio",2629832.11
"CMGTB1","JGP",2968021.32
"TBLE26","Plural",3343061.68
"RESA15","XPG",1214384.16
"VLIM15","Oriz",1917762.1
"ENGIA1","Riza",171762.33
"LORTB2","Kinea",72348968.82
"SBSPD4","Porto Asset",21824.85
"USIMA0","Wise",991397.68
"NTSD17","SAM",42128645.56
"SIMH16","SPX",42025369.57
"CMGDA2","Kinea",359474133.96
"CESPA2","UBS",27941945.44
"GASC18","IAM",7414218.8
"BRMLB1","VLGI",513078.21
"CTEE29","Rubik",435469.63
"HARG11","Daycoval",1017078.87
"TAEE16","Riza",5064724.41
"VAMO23","XPG",501114.78
"ECHP12","(fundo nao cadastrado)",890580.85
"CPLDA1","BRAM",438020935.42
"VIALA4","(fundo nao cadastrado)",341042644.26
"RADL14","MAG",3947326.43
"HYPEA9","SAM",34542852.23
"AEGPB3","Occam",59947413.36
"ENGIB1","Sparta",22784353.65
"SAPRA2","BRAM",1255166.97
"CEEBA6","JGP",481247.28
"BARU11","SPX",20510867.87
"CESPA2","Kinea",1093431.05
"RESA14","Legacy",425776.34
"CEEBD1","BTG Asset",83955542.18
"ISPE12","IAM",67450402.25
"ISAEA9","Rio Bravo",1554162.54
"ARTRB7","Daycoval",2080397.16
"CMGDB2","BTG Asset",17316708.15
"RUMOA3","JGP",4739297.77
"ESCEB6","Vox",1526060.4
"LORTB9","Legacy",28670.95
"RPTA14","ITAU Tsy",44915531.53
"VIXL18","PNBY",1442750.57
"ENGIA1","Tenax",542407.38
"ELET23","Turim",982965.71
"AEGPB3","JGP",103787590.32
"ECOV17","Tivio",15407883.46
"VAMO22","Butiá",260535.41
"EKTRA3","MAG",2364354.3
"RDORG6","BB Asset",71445991.32
"MRSAB1","Vinland",115613.95
"CHSF14","Sulamérica",195816045.92
"CESE32","(fundo nao cadastrado)",55932486.49
"TBEG11","(fundo nao cadastrado)",1442946.09
"ENMTB5","BTG WM",2320540.73
"MVLV19","BTG Asset",25501010.37
"EQPAA0","Absolute",45113850.51
"CBAN22","BTG WM",21646568.32
"HBSA24","BTG Asset",15854512.8
"ELET32","Absolute",140471.5
"AZZA12","Solis",4749776.51
"TPNO12","XPG",3585064.06
"VIXL19","BB Asset",24317540.79
"HYPEA5","Atena",7276381.83
"ENGIB6","Plural",4088684.72
"ENGIB0","IAM",66960600.21
"VLIM17","BB Asset",62364437.52
"BRMLB1","Ekho",552072.16
"ETSP12","G5",204167.02
"FURN21","BRAM",6253855.09
"CPLDC0","XPG",11069257.02
"AERI11","Principal",14717.44
"RSAN34","XPG",901845.31
"USIM39","Occam",13654725.83
"TRES11","(fundo nao cadastrado)",13313792.16
"CMTR29","4UM",258844.22
"ALTF11","IAM",30328483.74
"BTEL13","Vêneto",410729.74
"RENTD5","(fundo nao cadastrado)",403443595.24
"MOVIA3","BTG Asset",127507098.6
"POTE12","Occam",1253011.69
"CVCB14","Vinland",28856752.51
"VSJH11","Capitânia",1239438.55
"ENEV26","Absolute",360949.24
"CTEE29","Paramis",117007.03
"ENERC7","IAM",188434948.88
"TAEEC4","(fundo nao cadastrado)",416603.47
"EQPA19","BBM Asset",1017401.06
"ARML15","Kadima",11401.43
"SUZBA0","BRAM",62395800.08
"VAMOA0","Valora",6969891.91
"EPRL12","BRAM",156921533.52
"CBAN22","Wise",895263.18
"ARTRA5","Franklin Templeton",20525867.18
"FLRY18","IAM",107825398.26
"TAEEA4","MAG",17794.24
"FGEN13","ARX",11092013.33
"TFLED0","Kinea",10226584.93
"TIMS12","Journey",4710675.88
"CPLD29","SAM",12872472.93
"PCHSA5","BB Asset",189668445.23
"EKTRC1","ASA",1158902.53
"BRFS31","Capitânia",21278625.54
"ARML25","Vinland",16661772.98
"VAMO22","Devant",316026.07
"MOTVB9","Vinci",5137576.31
"ANHBA6","Daycoval",17377376.86
"VERTC2","(fundo nao cadastrado)",3240740.04
"ELET16","Scalare",36636725.63
"HBSA12","Rio Bravo",705099.87
"EQPA17","BTG WM",16550627.06
"CPFGA3","SAM",42750426.75
"RENTE4","BNP",18313878.38
"CLCD26","Vinland",403189.84
"CESPA4","Valora",14147015.84
"SBSPC1","IAM",258934245.83
"WDPR11","ARX",10212070.18
"CSAN24","BB Asset",417114100.81
"HYPEB1","Valora",1075400.49
"CBAN12","Andbank",243570.48
"CLCD16","Vinci",1165400.29
"CPREA2","IAM",6459718.97
"EGIEB2","BR Partners",22356.93
"JSMLB3","XPG",2677940.86
"CESE32","Valora",1130817.27
"SPEX13","Riza",4672643.78
"CGASA2","BTG WM",36176377.77
"CMGDB0","Porto Asset",1108010.92
"CASN24","XPG",284888.43
"SBSPE7","Rio Bravo",1592380.72
"VAMO24","G5",5684348.24
"ROTG11","XPG",124957131.38
"PPTE11","Absolute",302015.22
"ERDVB3","AF Invest",1385153.36
"CEROA4","Safra Asset",67570.45
"VBRR11","RB Asset",8017225.14
"ENERA9","Sparta",47767379.42
"CIEL19","Safra Asset",156177052.78
"BTGH18","Wise",3741498.43
"OVSAA3","Sparta",37743385.31
"ENAT32","Sparta",11419704.34
"CPLDA1","Absolute",64926632.43
"RUMOA4","ARX",5513805.91
"CTEE1B","SAM",8502612.44
"LIGHA9","Asset 1",42780.54
"INEL12","BTG Asset",12951442.92
"ELET13","Valora",1187869.82
"HZTC14","Novus",4220943.43
"ARML14","SAM",19862413.86
"BSA3A0","(fundo nao cadastrado)",888024357.03
"EGIEB4","Turim",2615256.22
"CSNAA2","BTG Asset",115714405.26
"CGASA2","Valora",6569898.18
"SBSPB6","Andbank",42408.39
"HZTC14","Vinland",34975113.94
"ASAI22","Aramus",886853.42
"RALM11","Ace",131091.53
"BHIAC0","Capitânia",0
"CSNAB4","BTG Asset",22449.05
"TSSS14","IAM",125892700.31
"SBSPF3","IAM",123359070.85
"BRKPA0","Principal",916731.2
"RDORG6","BTG WM",16212892.92
"ELPLA7","San WM",3430430
"LCAMD1","G5",9759740.21
"LMTPA2","Brainvest",702158.26
"TIMS12","SWM",536122.23
"COMR14","Vinci",13972283.01
"GASC28","Ibuina",15921158.53
"CMIN11","SPX",2712779.18
"CRTR12","BRAM",128541499.72
"CEPEA6","(fundo nao cadastrado)",10005586.16
"MULPB1","CEF Asset",98032259.55
"GRRB14","Inter",525556.84
"TPSO11","Kinea",101691747.83
"TEPA11","Vinland",23274413.22
"GASP19","Plural",19279696.37
"CPLD26","BTG WM",15200846.71
"RDORC4","M8",16123116.9
"ALGAC2","XPG",1753755.86
"ENTV13","Inter",3351537.31
"ELET42","Safra Asset",33471517.52
"VAMOA1","BTG Asset",17297851.87
"AALR13","Iridium",955246.39
"CERT11","BRAM",741931826.63
"VLIM28","Galapagos",500581.8
"LORTA7","Dynamo",6396382.83
"RISP12","Ace",65947.96
"ITSA17","Valora",1114573.84
"ALGE16","IAM",308787.15
"NNAE12","IAM",141607990.45
"MRSAB1","Brainvest",617314.84
"SUMI19","Ibuina",4897871.05
"CESPA3","Jera",1146462.06
"BRKPA4","PNBY",3172704.74
"RDORC7","BTG Asset",18385494.11
"EKTRA2","Sparta",14664127.39
"ENMTD5","Sparta",9417847.21
"LIGHB4","BTG Asset",20505692.34
"GASC17","BDR",87939.07
"COLNA3","Brainvest",1659251.87
"EQMAA0","BTG Asset",17958180.74
"MRSAB1","Galt",530339.21
"RISP24","RB Asset",1023465.56
"CPGT39","IAM",116698436.65
"SMFT29","IAM",325957892.6
"BTEL13","Lakewood",5320333.48
"EGIEA1","Mirabaud",158964.45
"ORIG12","Vinci",2811176.52
"ENEV16","Absolute",862638.09
"RSAN44","Plural",8128680.74
"TBSP13","AF Invest",410100.23
"ESCEA6","Sulamérica",84650864.62
"ITPE12","Drys",97145.56
"CLCD26","San WM",3397667.15
"EEELA4","Sparta",13204786.25
"IOCHA4","(fundo nao cadastrado)",40058162.72
"CBAN32","Ibuina",2969358.97
"ITPE13","SPX",5364993.9
"ENERC7","Riza",7338461.82
"ENEV29","Vinland",876851.21
"MOVI17","BTG WM",2381817.27
"IRJS14","Pátria",2564648.36
"USJE11","BRAM",18811159.66
"RIS422","Sparta",7673942.27
"ALGE16","TAG",434739.8
"CLCD27","Vêneto",1006706.54
"BSA3A0","SPX",97746040.84
"HAPV15","Icatu",71208607.47
"CEBD16","BRAM",148464271.17
"AXIA18","BB Asset",59274941.02
"ENEV48","SAM",16543904.9
"AEGE17","Vinland",55814299.61
"NTSD26","Brainvest",1075066.12
"RDORB9","Regia",15981486.77
"MRSAB2","Safra Asset",93561325.17
"ERDVA6","Wise",263676.44
"RSAN34","Turim",322087.62
"CRMG15","BTG WM",2568780.04
"CEPEA4","Kinea",130457688.84
"ECOV17","Riza",419094.43
"VAMO14","Daycoval",1055303.59
"RSAN26","Legacy",58497.71
"ENERA9","Sulamérica",31813928.75
"EQPA18","SWM",2550476.49
"RENTD1","Investcoop",436192.06
"EQPA17","Investcoop",2194037.16
"CSMGB4","Funcef",6152813.89
"UNIPC0","BRZ",6278305.09
"FRAG14","SAM",38814076.32
"ELTE12","SAM",57658221.37
"IGSN15","BTG Asset",6338130.59
"ENEVC0","Plural",15393598.14
"CEEBD1","Kinea",9968887.87
"RENTC4","Porto Asset",36561988.22
"BTGH18","ASA",2107886.43
"COCEB2","Mirabaud",626677.88
"CMGD27","ASA",198559.33
"LIGHB6","ARX",13217599.25
"ENSEB4","(fundo nao cadastrado)",11202796.87
"SDOM12","Vinland",30499613.93
"SBSPC4","BTG WM",5125913.49
"IRJS15","ARX",35582199.51
"EUFA17","Regia",157416360.67
"MNRVA1","Reach",1501147.4
"EQMAA1","BB Asset",64401753.45
"SAUC14","BBM Asset",11591162.17
"CMIN12","Trígono",622965.72
"AESLA9","Porto Asset",831245.94
"PSAN23","Occam",3893701.82
"CDAR11","Galapagos",3126512.72
"BION16","Jive",20685217.55
"HBSA21","ITAU Tsy",8921229.38
"TVVH11","IAM",61312544.75
"CAEC13","Kinea",174158631.25
"ALGAC2","G5",225853.94
"LORTB9","Douro",496621.9
"AURP12","UBS",38453178.92
"SUMI17","Icatu",16480048.34
"CGCE12","Capitânia",34197917.09
"ENGID3","Integral",2481317.54
"CMGDB0","Plural",24644122.32
"EQPAA0","UBS",14504152.73
"EBENA7","BB Asset",499584785.88
"HGLB23","Icatu",29318227.78
"SMFTA3","SAM",26195129.48
"CLCD27","(fundo nao cadastrado)",96795707.9
"VALEB0","(fundo nao cadastrado)",1733733.76
"VERO34","JGP",14896515.92
"ARTRA1","Investcoop",1724011.84
"TRPLA5","BRAM",652781.33
"CPREA2","(fundo nao cadastrado)",349761568.96
"CBAN72","Galapagos",33423.64
"CMGD28","Plural",9688833.56
"ARTRA5","Polo",12537356.85
"CAEC42","BRAM",73553944.45
"CEPEB2","IAM",137540584.75
"EGIE19","Trígono",183491.88
"ENGIB1","BTG WM",3942822.9
"CEAP16","(fundo nao cadastrado)",26471313.13
"RMSA12","IAM",181066744.05
"EQTC11","Portofino",1508297.31
"EXSE11","Inter",12910306.19
"CEEBB3","MAG",1045664.2
"MGSP14","San WM",14955105.96
"ENAT13","Nikos",135376.18
"MEZ511","Galapagos",498375.56
"CPTM15","AZ Quest",16959001.09
"CMGD18","San WM",8477084.42
"CESPA3","Nikos",113061.24
"CGOSA1","(fundo nao cadastrado)",245618330.1
"BTGH18","SVN",10539432.2
"PRLK11","BTG Asset",20438753.94
"VLIM14","SAM",25242847.99
"GASC16","San WM",1596409.96
"AEGP19","Amazonia",8837326.82
"AMBP16","Solis",1662074.56
"TAEEA1","Vinci",2333662.65
"APFL18","(fundo nao cadastrado)",97305.09
"CESPA3","BRAM",56193547.04
"NNAE12","Ibuina",37605280.14
"TIET29","Sulamérica",1804859.94
"CSMGA7","Daycoval",2592746.28
"EQMAA2","BTG WM",21195771.69
"HGLB23","SAM",55050221.56
"VEBMA7","CEF Asset",117490332.41
"HAPV19","Icatu",58656729.15
"CBOH11","BTG Asset",24288041.78
"EGIEB1","BR Partners",157689.13
"SMFTC3","BB Asset",47191748.49
"RIS424","Newave",313228.06
"CPLD27","Oriz",2260554.24
"ENEVC0","XPG",16714005.64
"ENEV13","Mirabaud",372146.96
"VBBR24","(fundo nao cadastrado)",44794657.13
"RENTC8","JGP",7877997.8
"VBBR17","AZ Quest",1043130.92
"BTGL11","(fundo nao cadastrado)",79966.23
"ASAIA2","Sulamérica",725885.84
"MTPKA5","SAM",19931790.03
"PALFB6","BBM Asset",5414312
"CTGE15","XPG",1146183.74
"SBSPE7","4UM",6369522.89
"TPNO12","UBS",4489489.49
"BRST14","(fundo nao cadastrado)",824267.93
"TAEEC1","SAM",36863849.99
"CEAD11","(fundo nao cadastrado)",2267271.46
"SUZB29","Plural",5363175.06
"CBRDB8","Legacy",10323089.58
"ELTN17","Sparta",1183112.63
"CEED13","ARX",51700622.43
"KLBNA5","Sparta",8809957.15
"PETR18","BB Asset",21027339.63
"VAMO14","Patagônia",838966.35
"UTPS11","RB Asset",2335166.46
"CSMGB8","(fundo nao cadastrado)",126105802.62
"PEJA11","JGP",3345628.44
"SUZBC1","Atena",16686.73
"RMGL11","IAM",14270691.79
"CJEN13","Bocaina",3867257.04
"ISAEB1","(fundo nao cadastrado)",127381341.98
"EQPA19","Paramis",1780451.83
"MOVI18","Paramis",1060.78
"AEGP17","Sulamérica",2263099.89
"SMTO24","Turim",1102336.95
"FLRY29","Paramis",306505.76
"ANIM17","Valora",4293880.37
"MRSAC1","Asset 1",1048671.52
"ENEV13","San WM",3967402.86
"SBSPI8","SPX",9570984.83
"CLCD19","CEF Asset",58437390.75
"CASN23","BBM Asset",5979650.2
"MSGT33","XPG",7141451.29
"EGIEA1","Absolute",85387538.42
"CHSF14","BRAM",190295686.17
"VLIM15","Sparta",3841974.07
"VALED1","SAM",50782150.07
"SDOM12","Daycoval",5097534.79
"QUAT16","Ace",146746.96
"ELPLC8","BB Asset",37187257.19
"MSGT23","IAM",99015364.35
"CMGTB1","BTG WM",15037974.72
"NTSD17","BRAM",62765364.34
"CMTR29","XPG",2953011.56
"EGIEA1","AF Invest",848526.45
"RUMOA3","Safra Asset",16868849.19
"ENEV18","Absolute",1302003.53
"CMGD19","San WM",3368556.61
"CBAN22","AZ Quest",119284865.55
"ELTN26","(fundo nao cadastrado)",186617971.69
"GASC17","BR Partners",61462.78
"EGIEB4","Porto Asset",155259.27
"PASS13","BTG Asset",49153992.01
"SAJO12","San Tsy",10434125.96
"TIMS12","ASA",552835.87
"APFL18","XPG",301955124.7
"CPTM15","SAM",23122369.22
"SBSPC3","Valora",2830712.68
"ENEV18","Douro",209817.64
"SBSPF9","BTG WM",1359845.31
"PRLG17","AZ Quest",143528164.01
"ENGIB6","G5",10293046.23
"ENEVB0","Novus",1063580.1
"VIXL25","Valora",3273.03
"RENTC4","Troon",159840.82
"RNDNA0","Reach",1728977.94
"LORTB2","Brave",3258734.24
"TSSG21","AF Invest",77645.17
"CPLDC0","Inter",1580586.93
"COMR14","Inter",14400049.74
"VDES11","(fundo nao cadastrado)",10928452.37
"AEEP21","SAM",153886506.06
"CASN24","(fundo nao cadastrado)",2083104.21
"CSMGA9","JGP",22192152.9
"EGIEB4","BB Asset",109260525.7
"MTRO12","Valora",8509187.47
"PFOR16","IAM",72048821.95
"ENJG21","Daycoval",349634.72
"TNTY41","Ibuina",1829641.84
"GASC25","Trígono",851596.98
"CSMGA6","Porto Asset",58759.32
"ULFT14","XPG",1506306.15
"ELET42","Oriz",346617.58
"ELPLA5","San WM",1601839.65
"CPLDC0","Sparta",9801698.38
"EKTRC0","IAM",10916034.8
"POTE11","Absolute",45683871.8
"ENGIB0","G5",117470.99
"VERTB5","Vinci",13253795.37
"EPRL12","(fundo nao cadastrado)",20993694.68
"STRZ11","Absolute",154911980.72
"HAPV15","Lifetime",296843.89
"MANT13","(fundo nao cadastrado)",148853264.8
"AURP12","Safra Asset",39188639.63
"CHSF14","Kinea",12847914.43
"EGIEB5","Galt",1277474.21
"NAMG11","(fundo nao cadastrado)",1735574.74
"ORIG11","Rio Bravo",3525312.59
"EKTRB3","Safra Asset",87560957.52
"JSMLA5","Vinland",9968640.1
"LIGHC7","(fundo nao cadastrado)",347023.6
"VERO44","XPG",704212.5
"GASC23","Sparta",128889.15
"SAPRC1","Safra Asset",91716750.09
"HZTC14","XPG",21049.32
"RHOL11","Vinland",24117374.22
"VALEC1","Vinland",30419.55
"SBSPC1","VLGI",598007.78
"ENMTC3","SPX",11921023.54
"PPTE11","BTG WM",3667713.99
"PETR27","Paramis",127081.06
"ENMTB2","BRAM",91294940.96
"AERI11","Rio Bravo",29774.51
"FISI15","Quantitas",17719995.76
"MGLUA0","JGP",3966993.14
"AGPI11","ARX",15632059.21
"OVSAB0","Daycoval",3007117.31
"CSAN24","Investcoop",12721985.53
"CSNP12","BTG WM",49521999.21
"GSTS14","Sonata",1136815.71
"VIXL19","Tivio",9515557.16
"ASSR21","FAR",1070899.47
"COGNA5","BTG Asset",10085910.48
"SBSPC4","TAG",23211.54
"CEAD11","BDR",377343.33
"CSNAA2","AMW",3520203.37
"CIEL18","BTG Asset",10790440.68
"CEED12","BB Asset",48013463.53
"CSMGB8","BR Partners",422001.75
"IGSN15","Valora",115122.45
"RRRP14","ZSYS",40387.06
"MULTB5","Paramis",2454457.42
"FRAG16","Plural",5088123.86
"PALF38","Sparta",253696.99
"SMFTA2","(fundo nao cadastrado)",30042950.16
"CLTM14","RB Asset",27575657.88
"HAPV15","(fundo nao cadastrado)",118505861.96
"GLUZ11","Vinland",20188372.24
"PPTE11","Journey",2544205.34
"CGMG18","BTG WM",63621904.73
"GASC17","Portofino",2033945.36
"EDEP11","(fundo nao cadastrado)",1913549.99
"SBFC13","Ibuina",17956510.49
"ENSEC4","BBM Asset",1499943.48
"CPFPA5","BRAM",27342703.18
"SUMI39","AZ Quest",7904448.53
"SFCL21","IAM",1943402.39
"CTGE15","SWM",200799.24
"TRUH12","IAM",68828512.81
"RUMOA6","Sonata",626938.63
"VVEO15","Monte Bravo",485670.93
"ERDVB4","XPG",11104890.78
"TIET19","Occam",1210125.37
"CCROB6","G5",5187810.15
"LCAMD3","Porto Asset",7617121.12
"CPFGA2","Turim",251266.41
"USIM39","Investcoop",5298895.67
"HGLB23","Augme",12597002.97
"CLCD26","MAG",265018.04
"HARG11","Galapagos",642546.45
"BTEL13","BTG Asset",62434113.38
"AMERF2","Sulamérica",839015.24
"DESK19","San WM",118103.75
"EKTRC1","Sparta",15388038.14
"ENGIB9","Brainvest",175211.32
"AEAB11","Portofino",167503.73
"CEEDA0","BB Asset",494010465.31
"PSAN23","Daycoval",2061311.44
"LORTB9","(fundo nao cadastrado)",543760807.85
"BRKMA6","Sulamérica",15630150.15
"ALGE16","San WM",13909642.15
"RDORA5","XPG",282045.39
"SUZBA0","BDR",699490.32
"ENEVB0","Andbank",207398.12
"ANIM17","Novus",1308530.75
"JHSFA3","Monte Bravo",3488014.6
"NTSD17","Rafter",1253051.8
"ELET13","IAM",169276817.64
"CLCD27","Scalare",24625256.94
"LTTE15","WHG",646610.05
"CCROB4","Maud",1298393.47
"SAPRC1","Principal",2246624.49
"AEGP19","Absolute",14268892.07
"USIMB0","SPX",19875779.32
"HYPEB1","(fundo nao cadastrado)",161826472.9
"LORTA7","Icatu",13009357.64
"TRRG12","SAM",53897641.59
"CGOS19","JGP",62206653.69
"AXIA18","Sulamérica",14922464.97
"SRNP21","Riza",68064.91
"CEEBA7","Rafter",33899.13
"CESPA2","Plural",0
"AEGP19","Polo",1011825.49
"SMTO14","(fundo nao cadastrado)",362644.18
"RDORB9","BRZ",2371655.57
"EGIEB5","Plural",137328.48
"GUAR17","AZ Quest",184224395.9
"MRSAA2","BRAM",9419522.55
"CEPEB1","SAM",36726406.49
"VERT15","Franklin Templeton",2641074.73
"RDORE4","BBM Asset",14960151.88
"TBSP22","AF Invest",442635.84
"RNDNA0","Porto Asset",27304323.96
"CMGDA3","(fundo nao cadastrado)",337738196.33
"EGIEA1","BR Partners",3453180.38
"MRSAB2","Riza",152165.66
"ENAT14","JGP",22968442.79
"MVLV26","SAM",1050154.1
"ASAI22","Valora",935891.21
"AGVF12","(fundo nao cadastrado)",2321063.61
"SABP12","IAM",245567398.57
"ENGIC4","UBS",15740674.48
"BTEL23","Butiá",315745.28
"COMT11","Plural",8392921.42
"ANIM18","Solis",10504465.14
"ENAT11","BTG Asset",31871624.79
"ELTN16","San WM",3402130.48
"CSBR12","(fundo nao cadastrado)",3967643.32
"CCROA5","Galt",93974.87
"SBSPD7","Vox",525235.76
"RENTD9","Investcoop",10998736.67
"VALEC0","Vinland",12846192.04
"OVSAA8","Vinci",220101.48
"RRRP14","Riza",40680126.6
"EBAS13","Plural",15964837.83
"VLIM28","UBS",5105934.36
"CLCD16","BRAM",25814897.18
"ENGIB6","Galt",707545.44
"STBP35","Porto Asset",288377.28
"MSGT12","San WM",968622.46
"ENGIA6","IAM",1611766.86
"ELET24","Investcoop",1528992.65
"LIGHE2","(fundo nao cadastrado)",216142.74
"SRNP11","Polo",123027.33
"CSANA1","(fundo nao cadastrado)",229559540.17
"ALUP18","Sparta",460733.1
"SAELA1","XPG",2497319.1
"BTGH18","Occam",50606137.65
"ISAEB8","IAM",72353576.26
"TAEE16","Absolute",2060119.44
"UNIP18","BRZ",3788260.63
"RDORD9","UBS",5011294.42
"FLRY17","IAM",173466994.64
"ENGIB2","Sparta",3607405.97
"TRCC11","Portofino",659034.91
"ENERB4","Proteus",9229746.92
"TAEE17","San WM",19549287.12
"ISAEC0","Daycoval",5051951.9
